ACCY,510,49275,Financial Reporting Standards,LCD,5,8,6,13,4,0,0,0,0,0,0,0,0,3.59,"Hepp, John",Fall,2019
ACCY,510,61974,Financial Reporting Standards,LCD,7,28,0,2,1,0,0,0,0,0,0,0,0,3.94,"Steward, Cynthia G",Fall,2019
ACCY,510,62037,Financial Reporting Standards,LCD,11,18,0,7,2,0,0,0,0,0,0,0,0,3.82,"Steward, Cynthia G",Fall,2019
ACCY,510,63121,Financial Reporting Standards,LCD,5,6,4,13,4,2,0,0,0,0,0,0,0,3.51,"Hepp, John",Fall,2019
ACCY,512,51813,Data Analytics for Mgmt Acctg,LCD,4,17,11,8,0,0,0,0,0,0,0,0,0,3.78,"Du, Fei",Fall,2019
ACCY,512,51814,Data Analytics for Mgmt Acctg,LCD,0,27,6,5,0,1,0,0,0,0,0,0,0,3.83,"Du, Fei",Fall,2019
ACCY,512,51816,Data Analytics for Mgmt Acctg,LCD,0,18,15,6,0,0,0,0,0,0,0,0,0,3.77,"Du, Fei",Fall,2019
ACCY,515,46977,Auditing & Assurance Standards,LCD,0,2,4,9,6,2,0,0,0,0,0,0,0,3.3,"Zhou, Yuepin",Fall,2019
ACCY,515,46978,Auditing & Assurance Standards,LCD,0,5,10,4,5,0,0,0,0,0,0,0,0,3.54,"Zhou, Yuepin",Fall,2019
ACCY,515,54477,Auditing & Assurance Standards,LCD,0,6,8,2,5,2,0,0,0,0,0,0,0,3.49,"Zhou, Yuepin",Fall,2019
ACCY,517,31377,Financial Statement Analysis,LCD,0,10,13,7,8,1,0,0,1,0,0,0,0,3.48,"Hamm, Brian K",Fall,2019
ACCY,517,39543,Financial Statement Analysis,LCD,0,14,18,5,1,0,0,0,0,0,0,0,0,3.73,"Hamm, Brian K",Fall,2019
ACCY,518,66681,Financial Statement Fraud,LCD,32,7,2,1,0,0,0,0,0,0,0,0,0,3.97,"Nekrasz, Frank",Fall,2019
ACCY,551,31381,Corporate Income Taxation,LCD,0,3,3,5,10,1,0,0,0,0,0,0,0,3.29,"Sternburg, Thomas",Fall,2019
ACCY,551,31382,Corporate Income Taxation,LCD,0,6,7,5,5,0,0,0,0,0,0,0,0,3.54,"Sternburg, Thomas",Fall,2019
ACCY,556,54570,Tax Research,LCD,0,13,0,0,14,0,0,1,0,0,0,0,0,3.43,"Holder, Daniel E",Fall,2019
ACCY,556,31384,Tax Research,LCD,0,14,0,0,10,0,0,2,0,0,0,0,0,3.46,"Holder, Daniel E",Fall,2019
ACCY,569,71963,Data Driven Decisions in Acctg,ONL,2,12,8,8,5,3,0,0,0,0,0,0,1,3.46,"Guymon, Ronald N",Fall,2019
ACCY,570,68784,Data Analytics Foundations,DIS,3,32,4,1,2,0,0,0,0,0,0,0,0,3.91,"Anand, Vic",Fall,2019
ACCY,570,68787,Data Analytics Foundations,DIS,5,34,3,1,0,0,0,0,0,0,0,0,0,3.96,"Mendoza, Kimberly",Fall,2019
ACCY,570,70666,Data Analytics Foundations,DIS,7,32,5,1,0,0,0,0,0,0,0,0,0,3.95,"Anand, Vic",Fall,2019
ACCY,570,71909,Data Analytics Foundations,DIS,16,22,3,1,0,2,0,0,0,0,0,0,0,3.9,"Herbold, T J",Fall,2019
ACE,100,36724,Agr Cons and Resource Econ,DIS,1,4,6,1,6,5,1,2,0,0,0,2,0,3.01,"Gundersen, Lisa C",Fall,2019
ACE,100,36726,Agr Cons and Resource Econ,DIS,1,2,5,4,7,1,0,2,1,0,1,1,2,2.77,"Gundersen, Lisa C",Fall,2019
ACE,100,36732,Agr Cons and Resource Econ,DIS,1,2,7,3,4,0,3,3,0,0,0,0,1,3.03,"Gundersen, Lisa C",Fall,2019
ACE,100,36734,Agr Cons and Resource Econ,DIS,2,5,5,7,7,0,1,0,2,0,0,1,0,3.23,"Gundersen, Lisa C",Fall,2019
ACE,100,36735,Agr Cons and Resource Econ,DIS,0,9,3,1,5,1,3,3,0,1,0,0,0,3.17,"Gundersen, Lisa C",Fall,2019
ACE,161,39708,Microcomputer Applications,LBD,0,20,0,0,8,0,0,1,0,0,0,0,0,3.66,"Burnett, Meghan L",Fall,2019
ACE,161,36736,Microcomputer Applications,LBD,8,11,0,0,4,0,0,3,0,1,0,0,1,3.4,"Burak, Steven",Fall,2019
ACE,161,36747,Microcomputer Applications,LBD,6,10,1,2,0,1,3,2,0,0,0,0,0,3.52,"Li, Liqing",Fall,2019
ACE,161,36749,Microcomputer Applications,LBD,0,18,0,0,7,0,0,3,0,0,0,0,0,3.54,"Lo, Alexander C",Fall,2019
ACE,161,36738,Microcomputer Applications,LBD,9,11,0,1,4,0,1,1,0,0,0,0,0,3.69,"Burak, Steven",Fall,2019
ACE,161,36750,Microcomputer Applications,LBD,0,15,0,0,9,0,0,1,0,0,1,0,1,3.33,"Lo, Alexander C",Fall,2019
ACE,161,36751,Microcomputer Applications,ONL,0,28,0,0,8,0,0,2,0,0,0,0,1,3.59,"Burnett, Meghan L",Fall,2019
ACE,161,36741,Microcomputer Applications,LBD,6,12,2,4,1,0,0,0,0,0,1,0,0,3.72,"Li, Liqing",Fall,2019
ACE,161,36742,Microcomputer Applications,LBD,0,14,0,0,6,0,0,5,0,0,0,0,0,3.36,"Lo, Alexander C",Fall,2019
ACE,161,36744,Microcomputer Applications,LBD,0,14,0,0,4,0,0,3,0,0,3,0,0,3.21,"Lo, Alexander C",Fall,2019
ACE,199,61499,Digital Mktg and Social Media,LCD,0,30,0,0,40,0,0,10,0,0,0,0,0,3.25,"Lo, Alexander C",Fall,2019
ACE,210,61563,Environmental Economics,LEC,24,34,28,13,29,7,6,6,4,1,1,3,0,3.34,"Christensen, Peter",Fall,2019
ACE,222,29698,Agricultural Marketing,LCD,12,21,15,19,25,16,13,9,6,6,2,2,8,2.84,"Stoddard, Paul B",Fall,2019
ACE,240,51717,Personal Financial Planning,LEC,7,55,22,31,21,10,4,4,2,0,0,11,0,3.29,"Stoddard, Paul B",Fall,2019
ACE,240,69393,Personal Financial Planning,ONL,0,161,0,0,25,0,0,11,0,0,1,0,3,3.69,"Lemoine, Craig",Fall,2019
ACE,251,49101,The World Food Economy,LEC,28,43,28,24,28,16,8,9,4,0,0,0,3,3.33,"Michelson, Hope C",Fall,2019
ACE,261,31419,Applied Statistical Methods,LEC,44,5,7,2,10,2,1,5,1,0,1,1,1,3.49,"Gundersen, Lisa C",Fall,2019
ACE,306,52038,Food Law,LCD,4,11,6,3,3,2,1,9,2,0,0,0,0,3.17,"Endres, A B",Fall,2019
ACE,341,65063,Issues in Agribus Mkts & Mgmt,LCD,23,7,2,1,1,0,0,0,0,0,0,0,0,3.93,"Fox, John A",Fall,2019
ACE,341,65167,Issues in Cons Econ & Finance,LCD,3,25,12,1,2,2,0,1,1,0,0,0,1,3.63,"Helton, Caroline A",Fall,2019
ACE,341,65064,Contemp Issue Comm Fin Plng,LCD,2,15,2,2,6,1,0,3,0,0,1,0,1,3.32,"Allen, Sharon C",Fall,2019
ACE,341,44207,Issues in AgAccy and FinAg,LCD,0,31,6,4,1,0,1,1,1,1,1,0,0,3.63,"Finnegan, Ann B",Fall,2019
ACE,345,53592,Finan Decision Indiv Sm Bus,LCD,10,40,19,18,15,4,8,3,2,2,0,0,0,3.44,"Paulson, Nicholas D",Fall,2019
ACE,346,60156,Tax Policy and Finan Planning,LCD,16,12,8,8,14,5,3,3,0,0,0,2,0,3.35,"Breen, John",Fall,2019
ACE,360,70958,Spreadsheet Models & Applic,LBD,3,8,4,4,1,2,0,0,0,0,0,0,0,3.65,"Gatti, Nicolas",Fall,2019
ACE,398,58583,Intermediate App Micro Theory,LEC,1,40,3,6,7,2,1,1,0,1,0,0,1,3.6,"Parthum, Bryan M",Fall,2019
ACE,398,45557,App Stat Mthds & Data Anlytcs1,LEC,2,4,8,3,4,1,0,1,0,0,0,1,0,3.36,"Ellison, Brenna",Fall,2019
ACE,398,52115,Risk Mngmt in Personal Fin Pla,ONL,1,52,0,0,4,0,0,1,0,0,0,0,1,3.83,"Lemoine, Craig",Fall,2019
ACE,406,48924,Environmental Law,LCD,2,10,7,2,8,0,2,4,1,0,0,1,0,3.23,"Endres, A B",Fall,2019
ACE,411,62829,Environment and Development,LCD,20,14,3,4,12,1,0,0,0,0,0,0,1,3.64,"Baylis, Katherine R",Fall,2019
ACE,427,64899,Commodity Price Analysis,LCD,20,8,0,9,2,2,2,0,0,0,0,0,0,3.67,"Hu, Zhepeng",Fall,2019
ACE,427,70078,Commodity Price Analysis,ONL,25,12,8,2,4,2,0,0,1,1,0,0,0,3.72,"Tremacoldi Ross, Pedro",Fall,2019
ACE,428,43123,Commodity Futures and Options,LCD,1,7,7,3,4,4,1,3,0,0,0,1,0,3.21,"Robe, Michel A",Fall,2019
ACE,432,57775,Farm Management,LCD,0,1,2,5,3,4,1,5,2,0,0,0,0,2.77,"Raab, Dwight D",Fall,2019
ACE,435,29710,Global Agribusiness Management,LCD,1,17,15,18,16,9,2,7,1,0,0,0,0,3.25,"Scholl, Jon H",Fall,2019
ACE,444,51727,Finan Serv & Invest Plan,LCD,1,14,3,3,12,6,1,0,0,0,0,0,0,3.38,"Schnitkey, Gary D",Fall,2019
ACE,444,56181,Finan Serv & Invest Plan,LCD,0,23,7,2,7,2,1,0,0,0,0,0,0,3.64,"Schnitkey, Gary D",Fall,2019
ACE,445,72346,Intermediate Personal Fin Plan,ONL,2,24,0,0,2,1,0,5,0,0,0,0,0,3.61,"Lemoine, Craig",Fall,2019
ACE,445,47126,Intermediate Personal Fin Plan,LCD,1,20,0,0,5,0,0,3,0,0,0,0,0,3.62,"Lemoine, Craig",Fall,2019
