CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
121,30823,AD3,Discussion/Recitation,"Chilakapati, A;Winans, A",ASTR,Astronomy,2024,Spring 2024
101,59957,ADJ,Discussion/Recitation;Laboratory,"Divekar, A;McCarren, E;Divekar, A",CHEM,Chemistry,2024,Spring 2024
403,72481,A  ,Online,"Nipa, I;Ransom, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
206,32495,F6 ,Laboratory,"Han, M;Radhakrishnan, C;Zhao, R",ECE,Electrical and Computer Engineering,2024,Spring 2024
439,52941,A  ,Lecture-Discussion,"Punyasena, S",IB,Integrative Biology,2024,Spring 2024
393,10479,,Independent Study,,KIN,Kinesiology,2024,Spring 2024
486,76031,DLO,Online,"Ta, M",BIOE,Bioengineering,2024,Spring 2024
591,68760,C1 ,Seminar,"Condotta, I",NUTR,Nutritional Sciences,2024,Spring 2024
443,35234,U1 ,Lecture-Discussion,"Petruzzello, S",PSYC,Psychology,2024,Spring 2024
450,72330,1U ,Lecture-Discussion,"Bishop, K",ANTH,Anthropology,2024,Spring 2024
121,30825,AD4,Discussion/Recitation,"Gupta, N;Winans, A",ASTR,Astronomy,2024,Spring 2024
423,66979,AB3,Laboratory,"Bataleblu, A;Block, D",SE,Systems Engineering and Design,2024,Spring 2024
140,52512,AD4,Discussion/Recitation,"Rijo Sanchez, A;Velez, E",HDFS,Human Development and Family Studies,2024,Spring 2024
101,59958,AL1,Lecture,"McCarren, E",CHEM,Chemistry,2024,Spring 2024
205,32809,D2 ,Lecture-Discussion,"Fagyal, Z;Gueneau, I",FR,French,2024,Spring 2024
206,32497,F7 ,Laboratory,"Han, M;Radhakrishnan, C;Zhao, R",ECE,Electrical and Computer Engineering,2024,Spring 2024
403,73375,B  ,Online,"Nipa, I;Ransom, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
744,73295,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
591,68761,C2 ,Seminar,"Condotta, I",NUTR,Nutritional Sciences,2024,Spring 2024
427,75831,A  ,Lecture-Discussion,"Rosch, D",LEAD,Organizational and Community Leadership,2024,Spring 2024
593,10041,,Independent Study,,ACCY,Accountancy,2024,Spring 2024
142,47438,C1 ,Lecture-Discussion;Online,"Carollo, B;Pye, J;Carollo, B;Pye, J",SPAN,Spanish,2024,Spring 2024
121,30828,AD5,Discussion/Recitation,"Gupta, N;Winans, A",ASTR,Astronomy,2024,Spring 2024
423,66976,AL1,Lecture,"Block, D",SE,Systems Engineering and Design,2024,Spring 2024
140,52508,AL1,Lecture,"Velez, E",HDFS,Human Development and Family Studies,2024,Spring 2024
420,74083,G1 ,Lecture-Discussion,"Harris, A;Schwingel, A",KIN,Kinesiology,2024,Spring 2024
590,10166,,Independent Study,,MIP,Molecular and Integrative Physiology,2024,Spring 2024
403,72482,ONL,Online,"Nipa, I;Ransom, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
593,30447,B  ,Lecture-Discussion,"Williamson, M",ACCY,Accountancy,2024,Spring 2024
142,47439,C2 ,Lecture-Discussion;Online,"Carollo, B;Hurtado Ruiz, I;Carollo, B;Hurtado Ruiz, I",SPAN,Spanish,2024,Spring 2024
440,31543,A  ,Lecture-Discussion,"Ainsworth, E;Leakey, A;Long, S",IB,Integrative Biology,2024,Spring 2024
487,68802,LEC,Lecture,"Underhill, G",BIOE,Bioengineering,2024,Spring 2024
591,68762,D0 ,Seminar,"Harsh, B",NUTR,Nutritional Sciences,2024,Spring 2024
454,10298,,Independent Study,,ANTH,Anthropology,2024,Spring 2024
445,65373,AB1,Laboratory,"Olshan, S;Sadaghiani, S",PSYC,Psychology,2024,Spring 2024
423,67642,AL2,Lecture,"Block, D",SE,Systems Engineering and Design,2024,Spring 2024
121,30831,AD6,Discussion/Recitation,"Gupta, N;Winans, A",ASTR,Astronomy,2024,Spring 2024
210,74914,AB1,Laboratory,"Wang, B",ECE,Electrical and Computer Engineering,2024,Spring 2024
102,32172,AL1,Lecture,"Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
420,74084,U1 ,Lecture-Discussion,"Harris, A;Schwingel, A",KIN,Kinesiology,2024,Spring 2024
207,32810,B  ,Lecture-Discussion,"Fagyal, Z;Keruskin, J",FR,French,2024,Spring 2024
745,73296,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
460,72271,A  ,Lecture-Discussion,"Collins, J",LEAD,Organizational and Community Leadership,2024,Spring 2024
142,35219,D1 ,Lecture-Discussion;Online,"Bedialauneta Txurruka, I;Carollo, B;Bedialauneta Txurruka, I;Carollo, B",SPAN,Spanish,2024,Spring 2024
593,30449,C  ,Lecture-Discussion,"Zhu, W",ACCY,Accountancy,2024,Spring 2024
445,65374,AB2,Laboratory,"Olshan, S;Sadaghiani, S",PSYC,Psychology,2024,Spring 2024
210,74915,AB2,Laboratory,"Irvin, R",ECE,Electrical and Computer Engineering,2024,Spring 2024
591,68763,D1 ,Seminar,"Harsh, B",NUTR,Nutritional Sciences,2024,Spring 2024
199,19334,A2 ,Online,"Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
102,32134,AQA,Quiz,"Gunasekera, B;Liu, S",CHEM,Chemistry,2024,Spring 2024
121,57295,AD8,Online Discussion,"Winans, A",ASTR,Astronomy,2024,Spring 2024
142,39999,D2 ,Lecture-Discussion;Online,"Carollo, B;Diez Taibo, H;Carollo, B;Diez Taibo, H",SPAN,Spanish,2024,Spring 2024
593,75976,IMB,Online,"Brunner, R",ACCY,Accountancy,2024,Spring 2024
442,63777,A  ,Lecture,"Whitaker, R",IB,Integrative Biology,2024,Spring 2024
497,45449,,Independent Study,,BIOE,Bioengineering,2024,Spring 2024
445,65369,AL1,Lecture-Discussion,"Sadaghiani, S",PSYC,Psychology,2024,Spring 2024
595,37677,1  ,Conference,"Sweeney, P",MIP,Molecular and Integrative Physiology,2024,Spring 2024
409,74890,A  ,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
424,66980,R  ,Lecture-Discussion,"Hamed, A;Shamma, J",SE,Systems Engineering and Design,2024,Spring 2024
210,74916,AB3,Laboratory,"Aoun, T;Wang, B",ECE,Electrical and Computer Engineering,2024,Spring 2024
199,33792,A3 ,Online,"Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
442,71640,ONG,Online,"Haugen, M;Schwingel, A",KIN,Kinesiology,2024,Spring 2024
102,32143,AQB,Quiz,"Gunasekera, B;Liu, S",CHEM,Chemistry,2024,Spring 2024
746,73297,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
591,68764,D2 ,Seminar,"Harsh, B",NUTR,Nutritional Sciences,2024,Spring 2024
455,10301,,Independent Study,,ANTH,Anthropology,2024,Spring 2024
470,70630,A  ,Online,"Smist, J",LEAD,Organizational and Community Leadership,2024,Spring 2024
142,43344,F1 ,Lecture-Discussion;Online,"Carollo, B;Vilas Castro, C;Carollo, B;Vilas Castro, C",SPAN,Spanish,2024,Spring 2024
593,75977,ONL,Online,"Brunner, R",ACCY,Accountancy,2024,Spring 2024
121,30832,AL1,Lecture,"Winans, A",ASTR,Astronomy,2024,Spring 2024
199,19312,B2 ,Online,"Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
211,66018,A  ,Lecture-Discussion,"Mall, L",FR,French,2024,Spring 2024
210,74918,AB4,Laboratory,"Aoun, T",ECE,Electrical and Computer Engineering,2024,Spring 2024
409,74892,B  ,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
102,32146,AQC,Quiz,"Gunasekera, B;Syed, T",CHEM,Chemistry,2024,Spring 2024
442,71642,ONU,Online,"Haugen, M;Schwingel, A",KIN,Kinesiology,2024,Spring 2024
591,68765,E0 ,Seminar,"Drackley, J",NUTR,Nutritional Sciences,2024,Spring 2024
142,43345,F2 ,Lecture-Discussion;Online,"Carollo, B;Rose, M;Carollo, B;Rose, M",SPAN,Spanish,2024,Spring 2024
498,31792,AL ,Lecture,"Sirk, S;Tarabey, M",BIOE,Bioengineering,2024,Spring 2024
451,39290,AB2,Laboratory,"Harmon-Threatt, A;Wargin, A",IB,Integrative Biology,2024,Spring 2024
450,40316,GRD,Lecture,"Federmeier, K",PSYC,Psychology,2024,Spring 2024
593,73723,PFS,Discussion/Recitation,"Abdel-Khalik, A",ACCY,Accountancy,2024,Spring 2024
494,66981,M1 ,Laboratory-Discussion,"Titone, T",SE,Systems Engineering and Design,2024,Spring 2024
199,19307,B3 ,Online,"Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
102,32149,AQD,Quiz,"Gunasekera, B;Syed, T",CHEM,Chemistry,2024,Spring 2024
210,74919,AB5,Laboratory,"Wang, B;Zhang, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
211,64954,B  ,Lecture-Discussion,"Keller, M",FR,French,2024,Spring 2024
599,10168,,Independent Study,,MIP,Molecular and Integrative Physiology,2024,Spring 2024
409,74891,ONL,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
748,73298,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
591,68766,E1 ,Seminar,"Drackley, J",NUTR,Nutritional Sciences,2024,Spring 2024
142,35221,G1 ,Lecture-Discussion;Online,"Carollo, B;Melendez Melendez, D;Carollo, B;Melendez Melendez, D",SPAN,Spanish,2024,Spring 2024
451,47482,AB3,Laboratory,"Harmon-Threatt, A;Wargin, A",IB,Integrative Biology,2024,Spring 2024
450,39610,UG ,Lecture,"Federmeier, K",PSYC,Psychology,2024,Spring 2024
498,39551,BTP,Lecture,"Wang, X",BIOE,Bioengineering,2024,Spring 2024
494,66982,M2 ,Laboratory-Discussion,"Titone, T",SE,Systems Engineering and Design,2024,Spring 2024
459,51361,1  ,Lecture-Discussion,"Lucero, L",ANTH,Anthropology,2024,Spring 2024
210,74920,AB6,Laboratory,"Zhang, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
199,74898,JK ,Discussion/Recitation;Lecture,"Kramer, J;Kramer, J",HDFS,Human Development and Family Studies,2024,Spring 2024
102,32151,AQE,Quiz,"Choi, A;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
443,44569,G1 ,Lecture-Discussion,"Petruzzello, S",KIN,Kinesiology,2024,Spring 2024
122,30834,AD1,Discussion/Recitation,"Dunne, B;Pandey, H",ASTR,Astronomy,2024,Spring 2024
100,53032,A  ,Online,"Ashby, S",LER,Labor and Employment Relations,2024,Spring 2024
142,62070,X1 ,Lecture-Discussion;Online,"Carollo, B;Vilas Castro, C;Carollo, B;Vilas Castro, C",SPAN,Spanish,2024,Spring 2024
594,39471,A  ,Lecture-Discussion,"Thompson, A",ACCY,Accountancy,2024,Spring 2024
591,68772,F0 ,Seminar,"Dean, M;Ziv-Gal, A",NUTR,Nutritional Sciences,2024,Spring 2024
451,39288,AL1,Lecture,"Cullum, J;Harmon-Threatt, A",IB,Integrative Biology,2024,Spring 2024
498,60233,MPM,Lecture,"Leggett, S",BIOE,Bioengineering,2024,Spring 2024
494,66983,M3 ,Laboratory-Discussion,"Titone, T",SE,Systems Engineering and Design,2024,Spring 2024
199,74897,JK2,Lecture-Discussion,"Kramer, J",HDFS,Human Development and Family Studies,2024,Spring 2024
210,74921,AB7,Laboratory,"Wu, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
443,44570,U1 ,Lecture-Discussion,"Petruzzello, S",KIN,Kinesiology,2024,Spring 2024
102,32153,AQF,Quiz,"Choi, A;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
750,73299,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
100,53034,C  ,Online,"Ashby, S",LER,Labor and Employment Relations,2024,Spring 2024
122,30836,AD2,Discussion/Recitation,"Dunne, B;Pandey, H",ASTR,Astronomy,2024,Spring 2024
212,64955,A  ,Lecture-Discussion,"Gaillard, J",FR,French,2024,Spring 2024
455,40322,AG4,Lecture,"Adjei, K;Choi, J;Zhang, B",PSYC,Psychology,2024,Spring 2024
498,51297,RI ,Lecture,"Amos, J",BIOE,Bioengineering,2024,Spring 2024
494,66984,M4 ,Laboratory-Discussion,"Titone, T",SE,Systems Engineering and Design,2024,Spring 2024
210,74922,AB8,Laboratory,"Wu, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
410,72485,A  ,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
199,56971,JK3,Lecture-Discussion,"Kramer, J",HDFS,Human Development and Family Studies,2024,Spring 2024
102,32155,AQG,Quiz,"Gunasekera, B;Liu, S",CHEM,Chemistry,2024,Spring 2024
591,68773,F1 ,Seminar,"Dean, M;Ziv-Gal, A",NUTR,Nutritional Sciences,2024,Spring 2024
468,75704,1G ,Lecture-Discussion,"Stumpf, R",ANTH,Anthropology,2024,Spring 2024
199,10099,,Independent Study,,SPAN,Spanish,2024,Spring 2024
599,30464,A  ,Lecture-Discussion,"Thompson, A",ACCY,Accountancy,2024,Spring 2024
453,65560,ADA,Discussion/Recitation,"Allan, B;Schore, A",IB,Integrative Biology,2024,Spring 2024
122,30839,AD3,Discussion/Recitation,"Dunne, B;Pandey, H",ASTR,Astronomy,2024,Spring 2024
455,39536,UG ,Lecture,"Adjei, K;Choi, J;Zhang, B",PSYC,Psychology,2024,Spring 2024
210,32534,AB9,Laboratory,"Wu, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
444,63708,CDG,Lecture-Discussion,"Aguinaga, S",KIN,Kinesiology,2024,Spring 2024
102,32157,AQH,Quiz,"Darin, J;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
751,73300,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
183,48165,B  ,Laboratory-Discussion,"Bremner, N;Karthi, M;Nagel, L",MSE,Materials Science and Engineering,2024,Spring 2024
410,72486,B  ,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
110,53035,A  ,Online,"Ashby, S",LER,Labor and Employment Relations,2024,Spring 2024
591,68775,F2 ,Seminar,"Dean, M;Ziv-Gal, A",NUTR,Nutritional Sciences,2024,Spring 2024
599,30465,B  ,Lecture-Discussion,"Thompson, A",ACCY,Accountancy,2024,Spring 2024
468,75705,1U ,Lecture-Discussion,"Stumpf, R",ANTH,Anthropology,2024,Spring 2024
453,65561,ADB,Discussion/Recitation,"Allan, B;Schore, A",IB,Integrative Biology,2024,Spring 2024
210,32535,ABA,Laboratory,"Wu, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
499,64753,,Independent Study,,BIOE,Bioengineering,2024,Spring 2024
206,33793,AB1,Laboratory,"McBride, B;Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
495,66985,M  ,Seminar,"Titone, T",SE,Systems Engineering and Design,2024,Spring 2024
122,30840,AD4,Discussion/Recitation,"Dunne, B;Thammineni, H",ASTR,Astronomy,2024,Spring 2024
444,63709,CDU,Lecture-Discussion,"Aguinaga, S",KIN,Kinesiology,2024,Spring 2024
102,32162,AQJ,Quiz,"Darin, J;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
313,74419,A  ,Lecture-Discussion,"Mroz, A",FR,French,2024,Spring 2024
110,53036,B  ,Online,"Labarbera-Twarog, E",LER,Labor and Employment Relations,2024,Spring 2024
200,47642,E  ,Lecture-Discussion,"Henshaw, F;Jimenez, B",SPAN,Spanish,2024,Spring 2024
599,72063,C  ,Discussion/Recitation,"Thompson, A",ACCY,Accountancy,2024,Spring 2024
453,65057,AL1,Lecture,"Allan, B",IB,Integrative Biology,2024,Spring 2024
462,75900,GRD,Lecture-Discussion,"Hyde, D;Sanchez Hernandez, F",PSYC,Psychology,2024,Spring 2024
591,68770,G0 ,Seminar,"Swanson, K",NUTR,Nutritional Sciences,2024,Spring 2024
410,74827,ONL,Online,"Barnett, B",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
499,76350,XW ,Independent Study,"Wang, X",BIOE,Bioengineering,2024,Spring 2024
210,32536,ABB,Laboratory,"Aoun, T;Irvin, R",ECE,Electrical and Computer Engineering,2024,Spring 2024
102,32167,AQK,Quiz,"Gunasekera, B;Idris, S;McCarren, E",CHEM,Chemistry,2024,Spring 2024
206,33794,AB2,Laboratory,"McBride, B;Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
752,73301,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
122,30841,AD5,Discussion/Recitation,"Dunne, B;Thammineni, H",ASTR,Astronomy,2024,Spring 2024
199,10557,,Independent Study,,MSE,Materials Science and Engineering,2024,Spring 2024
462,75833,UG ,Lecture-Discussion,"Hyde, D;Sanchez Hernandez, F",PSYC,Psychology,2024,Spring 2024
210,32537,ABC,Laboratory,"Aoun, T;Irvin, R",ECE,Electrical and Computer Engineering,2024,Spring 2024
448,70048,G1 ,Lecture,"Keye, S",KIN,Kinesiology,2024,Spring 2024
206,33795,AB3,Laboratory,"McBride, B;Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
591,68771,G1 ,Seminar,"Swanson, K",NUTR,Nutritional Sciences,2024,Spring 2024
497,66986,,Independent Study,,SE,Systems Engineering and Design,2024,Spring 2024
102,68022,AQO,Quiz,"Dangi, A;Gunasekera, B;McCarren, E",CHEM,Chemistry,2024,Spring 2024
477,48130,1G ,Lecture-Discussion,"Ritchison, B",ANTH,Anthropology,2024,Spring 2024
204,35247,ADB,Lecture-Discussion,"Casquete De La Puente, M;Henshaw, F",SPAN,Spanish,2024,Spring 2024
120,53439,B  ,Online,"Ashby, S",LER,Labor and Employment Relations,2024,Spring 2024
122,30842,AD6,Discussion/Recitation,"Dunne, B;Thammineni, H",ASTR,Astronomy,2024,Spring 2024
319,56830,A  ,Lecture-Discussion,"Reynolds, F",FR,French,2024,Spring 2024
461,48737,AB1,Laboratory,"Benson, T;Coates, H;Enos, J;Stodola, K",IB,Integrative Biology,2024,Spring 2024
210,32505,AL1,Lecture,"Alvarez, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
448,70049,U1 ,Lecture,"Keye, S",KIN,Kinesiology,2024,Spring 2024
500,45301,A  ,Lecture,"Irudayaraj, J",BIOE,Bioengineering,2024,Spring 2024
753,73808,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
206,33796,AB4,Laboratory,"McBride, B;Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
204,47453,ADC,Lecture-Discussion,"Gaytan, L;Henshaw, F",SPAN,Spanish,2024,Spring 2024
102,44402,AQP,Quiz,"Arango Navar, B;Gunasekera, B;McCarren, E",CHEM,Chemistry,2024,Spring 2024
591,68781,H0 ,Seminar,"Mackie, R",NUTR,Nutritional Sciences,2024,Spring 2024
421,74939,EGO,Online,"Lindgren, S",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
100,30470,AD1,Discussion/Recitation,"Gundersen, L;Hadunka, P",ACE,Agricultural and Consumer Economics,2024,Spring 2024
477,48129,1U ,Lecture-Discussion,"Ritchison, B",ANTH,Anthropology,2024,Spring 2024
122,57296,AD8,Discussion/Recitation,"Dunne, B",ASTR,Astronomy,2024,Spring 2024
210,32532,AL2,Lecture,"Mironenko, O",ECE,Electrical and Computer Engineering,2024,Spring 2024
461,48738,AB2,Laboratory,"Benson, T;Coates, H;Enos, J;Stodola, K",IB,Integrative Biology,2024,Spring 2024
465,37420,GRD,Lecture,"Ratner, K",PSYC,Psychology,2024,Spring 2024
206,33797,AB5,Laboratory,"McBride, B;Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
102,46568,BL1,Lecture,"Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
520,67986,R  ,Discussion/Recitation,"Liberzon, D",SE,Systems Engineering and Design,2024,Spring 2024
100,30473,AD3,Discussion/Recitation,"Gundersen, L;Hadunka, P",ACE,Agricultural and Consumer Economics,2024,Spring 2024
130,53038,A  ,Online,"Fortado, S",LER,Labor and Employment Relations,2024,Spring 2024
206,43379,AD1,Discussion/Recitation,"Brandvold, A;Krogstad, J;Tsai, R",MSE,Materials Science and Engineering,2024,Spring 2024
591,68782,H1 ,Seminar,"Mackie, R",NUTR,Nutritional Sciences,2024,Spring 2024
210,32533,AL3,Lecture,"Schuh, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
449,70094,RBG,Lecture,"Jan, Y",KIN,Kinesiology,2024,Spring 2024
421,74940,EGS,Online,"Lindgren, S",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
461,39285,AL1,Lecture,"Benson, T;Enos, J;Stodola, K",IB,Integrative Biology,2024,Spring 2024
764,73302,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
465,37417,UG ,Lecture,"Ratner, K",PSYC,Psychology,2024,Spring 2024
208,35282,D  ,Lecture-Discussion,"Henshaw, F;Pasetto Ovelar, K",SPAN,Spanish,2024,Spring 2024
122,30845,AL1,Lecture,"Dunne, B",ASTR,Astronomy,2024,Spring 2024
570,63432,SSC,Lecture-Discussion,"Best-Popescu, C",BIOE,Bioengineering,2024,Spring 2024
206,33802,AE1,Lecture-Discussion,"Yao, L",HDFS,Human Development and Family Studies,2024,Spring 2024
100,30480,AD7,Discussion/Recitation,"Gundersen, L;Hadunka, P",ACE,Agricultural and Consumer Economics,2024,Spring 2024
102,46572,BQ3,Quiz,"Gunasekera, B;Mohr, A",CHEM,Chemistry,2024,Spring 2024
322,43802,FP ,Lecture-Discussion,"Gaillard, J",FR,French,2024,Spring 2024
449,70095,RBU,Lecture,"Jan, Y",KIN,Kinesiology,2024,Spring 2024
210,55638,AL4,Lecture,"Bass, S",ECE,Electrical and Computer Engineering,2024,Spring 2024
206,57449,AD2,Discussion/Recitation,"Hyatt, A;Krogstad, J;Wonner, S",MSE,Materials Science and Engineering,2024,Spring 2024
591,68783,H2 ,Seminar,"Mackie, R",NUTR,Nutritional Sciences,2024,Spring 2024
208,47641,E  ,Lecture-Discussion,"Henshaw, F;Portillo-Swails, M",SPAN,Spanish,2024,Spring 2024
570,67341,SSO,Online,"Best-Popescu, C",BIOE,Bioengineering,2024,Spring 2024
495,10284,,Independent Study,,ANTH,Anthropology,2024,Spring 2024
100,30484,AL1,Lecture,"Gundersen, L",ACE,Agricultural and Consumer Economics,2024,Spring 2024
199,71039,,Independent Study,,LER,Labor and Employment Relations,2024,Spring 2024
525,70383,A  ,Lecture-Discussion,"Stipanovic, D",SE,Systems Engineering and Design,2024,Spring 2024
102,46573,BQ4,Quiz,"Gunasekera, B;Mohr, A",CHEM,Chemistry,2024,Spring 2024
765,74038,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
476,70757,A  ,Laboratory-Discussion,"Lara, M",IB,Integrative Biology,2024,Spring 2024
468,39637,AU3,Lecture,"Glass, S",PSYC,Psychology,2024,Spring 2024
206,60424,AD3,Discussion/Recitation,"Krogstad, J;Stavehaug, J;Wonner, S",MSE,Materials Science and Engineering,2024,Spring 2024
591,68758,I  ,Seminar,"Antonson, A",NUTR,Nutritional Sciences,2024,Spring 2024
207,74091,A  ,Lecture-Discussion,"Hardesty, J;Theisen-Raub, J",HDFS,Human Development and Family Studies,2024,Spring 2024
102,46574,BQ5,Quiz,"Gunasekera, B;Mohr, A",CHEM,Chemistry,2024,Spring 2024
452,35241,AB1,Laboratory,"Senefeld, J",KIN,Kinesiology,2024,Spring 2024
211,32581,B  ,Lecture,"Alvarez, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
472,72498,A  ,Online,"Hrubec, D;Kang, H",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
228,47532,A  ,Online,"Henshaw, F;Hernandez Vogt, P",SPAN,Spanish,2024,Spring 2024
210,30855,1  ,Lecture,"Young, L",ASTR,Astronomy,2024,Spring 2024
161,30504,C2 ,Laboratory-Discussion,"Burnett, M",ACE,Agricultural and Consumer Economics,2024,Spring 2024
335,66063,B  ,Study Abroad,"Maroun, D",FR,French,2024,Spring 2024
572,63435,BM2,Lecture-Discussion,"Campos Coiado, O",BIOE,Bioengineering,2024,Spring 2024
300,53042,A  ,Online,"Ashby, S;Bruno, R",LER,Labor and Employment Relations,2024,Spring 2024
452,35246,AL3,Lecture-Discussion,"Senefeld, J",KIN,Kinesiology,2024,Spring 2024
211,55639,C  ,Lecture,"Bass, S",ECE,Electrical and Computer Engineering,2024,Spring 2024
591,68777,I1 ,Seminar,"Antonson, A",NUTR,Nutritional Sciences,2024,Spring 2024
102,32182,BQD,Quiz,"Gunasekera, B;Woloszyn, N",CHEM,Chemistry,2024,Spring 2024
206,36224,AL1,Lecture,"Krogstad, J",MSE,Materials Science and Engineering,2024,Spring 2024
771,72715,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
590,66987,Z  ,Lecture-Discussion,"Jones, A;Wooldridge, A",SE,Systems Engineering and Design,2024,Spring 2024
228,35258,B2 ,Lecture-Discussion,"Henshaw, F;Hernandez Vogt, P",SPAN,Spanish,2024,Spring 2024
496,10304,,Independent Study,,ANTH,Anthropology,2024,Spring 2024
481,34668,AB1,Laboratory,"Noel, K;Stone, C;Tuten, H",IB,Integrative Biology,2024,Spring 2024
472,72500,MTC,Online,"Hrubec, D;Kang, H",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
489,54513,GRD,Laboratory,"Hummel, J;Hwang, S",PSYC,Psychology,2024,Spring 2024
161,30513,N2 ,Online,"Burnett, M",ACE,Agricultural and Consumer Economics,2024,Spring 2024
210,63574,2  ,Lecture,"Young, L",ASTR,Astronomy,2024,Spring 2024
572,71999,BMO,Online,"Campos Coiado, O",BIOE,Bioengineering,2024,Spring 2024
452,62677,AL4,Lecture-Discussion,"Senefeld, J",KIN,Kinesiology,2024,Spring 2024
211,32620,E  ,Lecture,"Mironenko, O",ECE,Electrical and Computer Engineering,2024,Spring 2024
102,32183,BQE,Quiz,"Gunasekera, B;Woloszyn, N",CHEM,Chemistry,2024,Spring 2024
208,68553,A  ,Lecture-Discussion,"Hurth, E",HDFS,Human Development and Family Studies,2024,Spring 2024
228,35261,C1 ,Lecture-Discussion,"Diez Taibo, H;Henshaw, F",SPAN,Spanish,2024,Spring 2024
591,68757,I2 ,Online,"Antonson, A",NUTR,Nutritional Sciences,2024,Spring 2024
481,34666,AL1,Lecture,"Stone, C;Tuten, H",IB,Integrative Biology,2024,Spring 2024
161,30493,R  ,Online Lab,"Lo, A",ACE,Agricultural and Consumer Economics,2024,Spring 2024
489,54512,UG ,Laboratory,"Hummel, J;Hwang, S",PSYC,Psychology,2024,Spring 2024
440,52790,A3 ,Lecture-Discussion,"Borgschulte, M",LER,Labor and Employment Relations,2024,Spring 2024
472,72499,ONL,Online,"Hrubec, D;Kang, H",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
211,32660,F  ,Lecture,"Schuh, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
102,32186,BQF,Quiz,"Gunasekera, B;Schallert, G",CHEM,Chemistry,2024,Spring 2024
772,74821,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
228,35271,C2 ,Lecture-Discussion,"Henshaw, F;Hernandez Vogt, P",SPAN,Spanish,2024,Spring 2024
594,66988,,Independent Study,,SE,Systems Engineering and Design,2024,Spring 2024
390,47496,,Independent Study,,FR,French,2024,Spring 2024
