CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
199,58260,DSP,Lecture-Discussion,"Tempel, D",ENG,Engineering,2024,Spring 2024
311,74506,AD1,Discussion/Recitation,"Felton, M;Green-Miller, A;Tucker, C",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
432,70687,A  ,Lecture-Discussion,"Jenkins, R",TRST,Translation Studies,2024,Spring 2024
301,71733,R  ,Lecture-Discussion,"Noonan, J",BUS,Business,2024,Spring 2024
310,34717,F  ,Lecture-Discussion,"Derhemi, E",ITAL,Italian,2024,Spring 2024
224,75627,AB1,Laboratory,"Hall, E",GGIS,Geography & Geographic Information Science,2024,Spring 2024
100,34292,ADL,Discussion/Recitation,"Dill, B;Karipek, Y",SOC,Sociology,2024,Spring 2024
105,43441,B5 ,Lecture-Discussion,"Claborn, J",RHET,Rhetoric and Composition,2024,Spring 2024
275,71710,A  ,Lecture-Discussion,"Han, B",BADM,Business Administration,2024,Spring 2024
120,34085,AD4,Discussion/Recitation,"Hsieh, P;Wilson, R",HIST,History,2024,Spring 2024
432,47551,AL1,Lecture,"Barley, T;Dolezal, A;Hsieh, E",NEUR,Neuroscience,2024,Spring 2024
297,73220,B  ,Lecture-Discussion,"Chih, D",AAS,Asian American Studies,2024,Spring 2024
499,61050,B  ,Conference,,LAW,Law,2024,Spring 2024
252,58487,C  ,Lecture-Discussion,"Horsfall, W",MDVL,Medieval Studies,2024,Spring 2024
301,74264,S  ,Lecture-Discussion,"Keating, K",BUS,Business,2024,Spring 2024
199,34498,KAP,Independent Study,"Powers, K",ENG,Engineering,2024,Spring 2024
432,71031,B  ,Lecture-Discussion,"Jenkins, R",TRST,Translation Studies,2024,Spring 2024
311,74507,AD2,Online Discussion,"Green-Miller, A;Tucker, C;Williams-Stroud, T",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
199,64153,ADS,Lecture-Discussion,"Bazan, C",AHS,Applied Health Sciences Courses,2024,Spring 2024
224,75628,AB2,Laboratory,"Hall, E",GGIS,Geography & Geographic Information Science,2024,Spring 2024
199,10205,,Independent Study,,PORT,Portuguese,2024,Spring 2024
105,33386,B6 ,Lecture-Discussion,"Hoggatt, G",RHET,Rhetoric and Composition,2024,Spring 2024
275,70088,B  ,Lecture-Discussion,"Liang, H",BADM,Business Administration,2024,Spring 2024
120,34086,AD5,Discussion/Recitation,"Hsieh, P;Wilson, R",HIST,History,2024,Spring 2024
100,34294,ADM,Discussion/Recitation,"Dill, B;Rodriguez-Reyes, M",SOC,Sociology,2024,Spring 2024
415,52441,B  ,Lecture-Discussion,"Gonzalez, M",CI,Curriculum and Instruction,2024,Spring 2024
160,31828,A  ,Laboratory,"Aprahamian, S;D� Orl�ans Juste, R;Nance, C",DANC,Dance,2024,Spring 2024
333,65177,GD2,Studio,"Strickland, H",ARTD,Art--Design,2024,Spring 2024
224,75629,AB3,Laboratory,"Hall, E",GGIS,Geography & Geographic Information Science,2024,Spring 2024
199,66222,PLT,Lecture-Discussion,"Favila, I;Tempel, D",ENG,Engineering,2024,Spring 2024
432,71032,ONL,Online,"Jenkins, R",TRST,Translation Studies,2024,Spring 2024
390,10461,,Independent Study,"Rota, E",ITAL,Italian,2024,Spring 2024
105,51853,B7 ,Lecture-Discussion,"Castaneda, C",RHET,Rhetoric and Composition,2024,Spring 2024
311,74504,AD3,Online Discussion,"Folorunsho, S;Green-Miller, A;Tucker, C",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
275,71711,C  ,Lecture-Discussion,"Liang, H",BADM,Business Administration,2024,Spring 2024
120,34087,AD6,Discussion/Recitation,"Jiang, Y;Wilson, R",HIST,History,2024,Spring 2024
100,34307,ADS,Discussion/Recitation,"Dill, B;Karipek, Y",SOC,Sociology,2024,Spring 2024
415,52443,C  ,Lecture-Discussion,"Li, Q",CI,Curriculum and Instruction,2024,Spring 2024
302,67692,A  ,Lecture-Discussion,"Barbeau, A",BUS,Business,2024,Spring 2024
300,69047,B  ,Lecture-Discussion,"Bui, K",AAS,Asian American Studies,2024,Spring 2024
445,67338,AB1,Laboratory,"Egan, M;Mostame, P;Sadaghiani, S",NEUR,Neuroscience,2024,Spring 2024
224,74451,AL1,Lecture,"Hall, E;Wang, J",GGIS,Geography & Geographic Information Science,2024,Spring 2024
500,75401,GRA,Lecture,"McDade, T;Xu, P",LAW,Law,2024,Spring 2024
333,67470,GD3,Studio,"Sibrian Mai, A",ARTD,Art--Design,2024,Spring 2024
345,40120,A  ,Lecture-Discussion,"Symes, C",MDVL,Medieval Studies,2024,Spring 2024
275,71712,D  ,Lecture-Discussion,"Liang, H",BADM,Business Administration,2024,Spring 2024
105,33383,B8 ,Lecture-Discussion,"Stack, G",RHET,Rhetoric and Composition,2024,Spring 2024
400,68541,D  ,Lecture-Discussion,"Goebel, R;Martins Freitas, C",PORT,Portuguese,2024,Spring 2024
120,34088,AL1,Lecture,"Wilson, R",HIST,History,2024,Spring 2024
199,56548,PUR,Discussion/Recitation,"Solomon, B",ENG,Engineering,2024,Spring 2024
311,74503,AD4,Online Discussion,"Green-Miller, A;Tucker, C",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
292,46523,A  ,Study Abroad,"Klebek, C",AHS,Applied Health Sciences Courses,2024,Spring 2024
100,34311,ADV,Discussion/Recitation,"Bircan Afsin, S;Dill, B",SOC,Sociology,2024,Spring 2024
415,52439,D  ,Lecture-Discussion,"Yang, H",CI,Curriculum and Instruction,2024,Spring 2024
302,70521,B  ,Lecture-Discussion,"Barbeau, A",BUS,Business,2024,Spring 2024
162,74238,A  ,Laboratory,"Brandt, B;Rogovoy, A",DANC,Dance,2024,Spring 2024
445,67339,AB2,Laboratory,"Sadaghiani, S",NEUR,Neuroscience,2024,Spring 2024
500,71030,GRB,Lecture,"McDade, T;Ray, R",LAW,Law,2024,Spring 2024
275,71713,E  ,Lecture-Discussion,"Han, B",BADM,Business Administration,2024,Spring 2024
105,71975,B9 ,Lecture-Discussion,"Dickerson, C",RHET,Rhetoric and Composition,2024,Spring 2024
500,68561,G4 ,Lecture-Discussion,"Phillips, P",TRST,Translation Studies,2024,Spring 2024
400,68543,F  ,Lecture-Discussion,"Goebel, R",PORT,Portuguese,2024,Spring 2024
333,72163,GD4,Studio,"Sibrian Mai, A",ARTD,Art--Design,2024,Spring 2024
413,59973,G4 ,Lecture-Discussion,"Stoppino, E",ITAL,Italian,2024,Spring 2024
199,73995,TOF,Laboratory,"Brewer, E;Chen, S",ENG,Engineering,2024,Spring 2024
100,44365,ADY,Discussion/Recitation,"Dill, B;Kaiser, A",SOC,Sociology,2024,Spring 2024
254,74179,A  ,Lecture-Discussion,"Kato, K;Wilson, D",GGIS,Geography & Geographic Information Science,2024,Spring 2024
310,33071,D1 ,Discussion/Recitation,"Galloway, M;Moton, T",AAS,Asian American Studies,2024,Spring 2024
275,71714,F  ,Lecture-Discussion,"Han, B",BADM,Business Administration,2024,Spring 2024
105,32932,C1 ,Lecture-Discussion,"Cottingham, M",RHET,Rhetoric and Composition,2024,Spring 2024
445,67337,AL1,Lecture-Discussion,"Sadaghiani, S",NEUR,Neuroscience,2024,Spring 2024
142,33868,ADA,Discussion/Recitation,"Coskun, N;Fritzsche, P",HIST,History,2024,Spring 2024
500,68560,ONL,Online,"Phillips, P",TRST,Translation Studies,2024,Spring 2024
413,34720,U3 ,Lecture-Discussion,"Stoppino, E",ITAL,Italian,2024,Spring 2024
410,52275,1G ,Lecture-Discussion,"Barrett, R",MDVL,Medieval Studies,2024,Spring 2024
399,54757,IP2,Study Abroad,"Lamers, N",BUS,Business,2024,Spring 2024
100,34312,AL1,Lecture,"Dill, B",SOC,Sociology,2024,Spring 2024
339,74509,AL1,Online Lecture;Online Lecture,"Dashtban, M;Kuhns, B;Dashtban, M;Kuhns, B",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
375,58342,A  ,Lecture-Discussion,"Mertes, T",AHS,Applied Health Sciences Courses,2024,Spring 2024
420,31915,AE ,Lecture-Discussion;Practice,"Smith, S;Smith, S",CI,Curriculum and Instruction,2024,Spring 2024
275,71715,G  ,Lecture-Discussion,"Baddam, S",BADM,Business Administration,2024,Spring 2024
310,45579,D2 ,Discussion/Recitation,"Moton, T;Velasco, K",AAS,Asian American Studies,2024,Spring 2024
200,74250,OL ,Online,"Jensen, C",DANC,Dance,2024,Spring 2024
105,70958,C10,Online,"Gupta, P",RHET,Rhetoric and Composition,2024,Spring 2024
401,68548,X  ,Lecture-Discussion,"Goebel, R",PORT,Portuguese,2024,Spring 2024
142,33872,ADD,Discussion/Recitation,"Coskun, N;Fritzsche, P",HIST,History,2024,Spring 2024
501,67989,GRD,Lecture,"Roebuck, A",LAW,Law,2024,Spring 2024
410,52274,1U ,Lecture-Discussion,"Barrett, R",MDVL,Medieval Studies,2024,Spring 2024
391,10375,,Independent Study,,ARTD,Art--Design,2024,Spring 2024
100,60802,AL2,Lecture,"Dill, B",SOC,Sociology,2024,Spring 2024
280,74438,A  ,Lecture,"Kamis, C",GGIS,Geography & Geographic Information Science,2024,Spring 2024
211,75236,EAS,Online,"Tempel, D",ENG,Engineering,2024,Spring 2024
105,32948,C2 ,Lecture-Discussion,"Johnson, A",RHET,Rhetoric and Composition,2024,Spring 2024
275,71716,H  ,Lecture-Discussion,"Baddam, S",BADM,Business Administration,2024,Spring 2024
310,45586,D3 ,Discussion/Recitation,"Moton, T;Wilson, D",AAS,Asian American Studies,2024,Spring 2024
142,33875,ADF,Discussion/Recitation,"Coskun, N;Fritzsche, P",HIST,History,2024,Spring 2024
450,52797,GRD,Lecture,"Federmeier, K",NEUR,Neuroscience,2024,Spring 2024
502,67078,A  ,Lecture-Discussion,"Jenkins, R",TRST,Translation Studies,2024,Spring 2024
415,60693,G  ,Online Lecture Discussion,"Rota, E",ITAL,Italian,2024,Spring 2024
401,70161,A  ,Online,"Swenddal, H",BUS,Business,2024,Spring 2024
100,55625,ONL,Online,"Steward, D",SOC,Sociology,2024,Spring 2024
280,74439,AB1,Laboratory,"Kamis, C;Lu, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
105,32951,C3 ,Lecture-Discussion,"Kraft, J",RHET,Rhetoric and Composition,2024,Spring 2024
424,68569,AD1,Discussion/Recitation,"Mercier, E;Wawire, P",CI,Curriculum and Instruction,2024,Spring 2024
142,34034,AL1,Lecture,"Fritzsche, P",HIST,History,2024,Spring 2024
402,68540,D  ,Lecture-Discussion,"Goebel, R",PORT,Portuguese,2024,Spring 2024
310,33069,L  ,Lecture,"Moton, T",AAS,Asian American Studies,2024,Spring 2024
201,68595,A  ,Laboratory,"Marini, N",DANC,Dance,2024,Spring 2024
363,74510,AB1,Laboratory,"Fatemi Heydarabad, A;Grift, T",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
502,67079,ONL,Online,"Jenkins, R",TRST,Translation Studies,2024,Spring 2024
450,52798,UG ,Lecture,"Federmeier, K",NEUR,Neuroscience,2024,Spring 2024
599,56383,AA ,Lecture,"Aviram, A",LAW,Law,2024,Spring 2024
415,60692,UG ,Online Lecture Discussion,"Rota, E",ITAL,Italian,2024,Spring 2024
401,70160,B  ,Online,"Corredor Waldron, S",BUS,Business,2024,Spring 2024
280,74440,AB2,Laboratory,"Kamis, C;Lu, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
300,30956,1  ,Lecture,"Warnick, T",BADM,Business Administration,2024,Spring 2024
105,39345,C4 ,Lecture-Discussion,"Lindsey, M",RHET,Rhetoric and Composition,2024,Spring 2024
399,55931,,Independent Study,,ARTD,Art--Design,2024,Spring 2024
413,59975,G4 ,Lecture-Discussion,"Stoppino, E",MDVL,Medieval Studies,2024,Spring 2024
424,74404,AD2,Discussion/Recitation,"Mercier, E",CI,Curriculum and Instruction,2024,Spring 2024
298,55566,CPT,Lecture-Discussion,"Mahlmeister, J",ENG,Engineering,2024,Spring 2024
101,48361,A1 ,Lecture-Discussion,"Ryan Burchfield, R",AIS,American Indian Studies,2024,Spring 2024
363,74511,AL1,Lecture,"Grift, T",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
201,70305,B  ,Laboratory,"Lewis, T",DANC,Dance,2024,Spring 2024
599,47751,BD ,Conference,"Davey, W",LAW,Law,2024,Spring 2024
300,40037,2  ,Lecture,"Winter, G",BADM,Business Administration,2024,Spring 2024
105,33416,C5 ,Lecture-Discussion,"Claborn, J",RHET,Rhetoric and Composition,2024,Spring 2024
143,34042,AD1,Discussion/Recitation,"Fritzsche, P;Vucicevic, D",HIST,History,2024,Spring 2024
413,34723,U3 ,Lecture-Discussion,"Stoppino, E",MDVL,Medieval Studies,2024,Spring 2024
101,70589,A  ,Lecture-Discussion,"Hernandez, J",SOC,Sociology,2024,Spring 2024
404,73831,BTH,Online Lecture,"Goebel, R",PORT,Portuguese,2024,Spring 2024
424,74739,ALG,Lecture-Discussion,"Mercier, E",CI,Curriculum and Instruction,2024,Spring 2024
355,57160,A  ,Lecture-Discussion,"Lule, L",AAS,Asian American Studies,2024,Spring 2024
298,53209,CYB,Lecture-Discussion,"O'Brien, C",ENG,Engineering,2024,Spring 2024
503,72211,A  ,Lecture-Discussion,"Yazeva, A",TRST,Translation Studies,2024,Spring 2024
462,60202,A  ,Lecture,"Cui, J;Gillette, M;Gillette, R;Huang, C",NEUR,Neuroscience,2024,Spring 2024
287,74221,AD1,Discussion/Recitation,"Warland, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
418,55830,1G ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",ITAL,Italian,2024,Spring 2024
599,57938,DD ,Lecture,"Dharmapala, A",LAW,Law,2024,Spring 2024
105,51855,C6 ,Online,"Weber, R",RHET,Rhetoric and Composition,2024,Spring 2024
143,34043,AD2,Discussion/Recitation,"Fritzsche, P;Vucicevic, D",HIST,History,2024,Spring 2024
404,60662,GR4,Online,"Goebel, R",PORT,Portuguese,2024,Spring 2024
402,50478,T1B,Studio,"Shin, S",ARTD,Art--Design,2024,Spring 2024
424,62105,ALU,Lecture-Discussion,"Mercier, E;Wawire, P",CI,Curriculum and Instruction,2024,Spring 2024
587,31695,MI ,Lecture-Discussion,"Jones, J;Morrissey, R;Wilson, R",CAS,Center for Advanced Study,2024,Spring 2024
216,74275,AA ,Laboratory,"Sapozhnikov, A",DANC,Dance,2024,Spring 2024
265,65548,A  ,Lecture-Discussion,"Rymhs, D",AIS,American Indian Studies,2024,Spring 2024
503,73134,ONL,Online,"Yazeva, A",TRST,Translation Studies,2024,Spring 2024
298,51593,GEA,Lecture-Discussion,"Dougherty, H",ENG,Engineering,2024,Spring 2024
287,74222,AD2,Discussion/Recitation,"Joffe-Nelson, N",GGIS,Geography & Geographic Information Science,2024,Spring 2024
381,74512,KDR,Laboratory-Discussion,"Rausch, K",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
303,58332,WA ,Lecture-Discussion,"Howell, C",BADM,Business Administration,2024,Spring 2024
418,55829,1U ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",ITAL,Italian,2024,Spring 2024
599,53854,JR ,Lecture,"Ross, J",LAW,Law,2024,Spring 2024
105,51854,C7 ,Lecture-Discussion,"Castaneda, C",RHET,Rhetoric and Composition,2024,Spring 2024
404,70109,UG3,Online,"Goebel, R",PORT,Portuguese,2024,Spring 2024
143,34044,AL1,Lecture,"Fritzsche, P",HIST,History,2024,Spring 2024
500,52496,A  ,Discussion/Recitation,"Bosak-Schroeder, C",MDVL,Medieval Studies,2024,Spring 2024
130,52516,AD1,Discussion/Recitation,"Gonzalez, A;Velez, E",SOC,Sociology,2024,Spring 2024
402,67168,T1C,Studio,"Weightman, D",ARTD,Art--Design,2024,Spring 2024
357,70259,A  ,Lecture-Discussion,"Lule, L",AAS,Asian American Studies,2024,Spring 2024
216,74244,AB ,Laboratory,"Barbier, A;Gilmore, A",DANC,Dance,2024,Spring 2024
287,74223,AD3,Discussion/Recitation,"Warland, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
298,53205,MEP,Lecture-Discussion,"Favila, I",ENG,Engineering,2024,Spring 2024
520,41202,PDP,Lecture-Discussion,"Tomaszycki, M",NEUR,Neuroscience,2024,Spring 2024
599,52073,MB ,Lecture-Discussion,"Bashir, M",LAW,Law,2024,Spring 2024
105,70956,C8 ,Lecture-Discussion,"Charity, H",RHET,Rhetoric and Composition,2024,Spring 2024
130,52517,AD2,Discussion/Recitation,"Gonzalez, A;Velez, E",SOC,Sociology,2024,Spring 2024
216,74247,AC ,Laboratory,"Emadian, E",DANC,Dance,2024,Spring 2024
431,31938,SE ,Lecture-Discussion,"Poetzel, A",CI,Curriculum and Instruction,2024,Spring 2024
287,74224,AD4,Discussion/Recitation,"Joffe-Nelson, N",GGIS,Geography & Geographic Information Science,2024,Spring 2024
505,73123,A1 ,Lecture,"Yazeva, A",TRST,Translation Studies,2024,Spring 2024
396,74516,,Independent Study,,ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
310,30963,1  ,Lecture,"White, J",BADM,Business Administration,2024,Spring 2024
285,67574,A  ,Lecture-Discussion,"Maldonado, K",AIS,American Indian Studies,2024,Spring 2024
168,38002,E  ,Online,"Weiss, D",HIST,History,2024,Spring 2024
520,66223,PQL,Lecture-Discussion,"Tomaszycki, M",NEUR,Neuroscience,2024,Spring 2024
435,64883,G4 ,Lecture-Discussion,"Hualde, J",PORT,Portuguese,2024,Spring 2024
105,33379,C9 ,Lecture-Discussion,"Rivera Lopez, M",RHET,Rhetoric and Composition,2024,Spring 2024
298,76010,SED,Lecture-Discussion,"Hebert, L",ENG,Engineering,2024,Spring 2024
599,63050,PH ,Lecture,"Heald, P",LAW,Law,2024,Spring 2024
435,64881,G4 ,Lecture-Discussion,"Hualde, J",ITAL,Italian,2024,Spring 2024
290,63722,,Independent Study,,CB,Comparative Biosciences,2024,Spring 2024
130,52518,AD3,Discussion/Recitation,"Rijo Sanchez, A;Velez, E",SOC,Sociology,2024,Spring 2024
418,70428,1  ,Studio,"Ramakrishnan, S",ARTD,Art--Design,2024,Spring 2024
465,48488,G  ,Lecture-Discussion,"Flores, N",AAS,Asian American Studies,2024,Spring 2024
287,74225,AD5,Discussion/Recitation,"Warland, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
310,57199,OL ,Online,"Schenk, L;Ward, S",BADM,Business Administration,2024,Spring 2024
505,73124,ONL,Online,"Yazeva, A",TRST,Translation Studies,2024,Spring 2024
435,58570,U3 ,Lecture-Discussion,"Hualde, J",PORT,Portuguese,2024,Spring 2024
105,33266,D1 ,Lecture-Discussion,"Menendez, K",RHET,Rhetoric and Composition,2024,Spring 2024
520,34616,SEM,Discussion/Recitation,"Gillette, M;Tomaszycki, M",NEUR,Neuroscience,2024,Spring 2024
435,58568,U3 ,Lecture-Discussion,"Hualde, J",ITAL,Italian,2024,Spring 2024
599,56086,RL ,Lecture,"Lawless, R",LAW,Law,2024,Spring 2024
290,76344,UR ,Independent Study,"Rudolph, U",CB,Comparative Biosciences,2024,Spring 2024
130,52519,AD4,Discussion/Recitation,"Rijo Sanchez, A;Velez, E",SOC,Sociology,2024,Spring 2024
287,74227,AD7,Discussion/Recitation,"Warland, S",GGIS,Geography & Geographic Information Science,2024,Spring 2024
170,36908,AB1,Laboratory,"Tsai, S",ME,Mechanical Engineering,2024,Spring 2024
418,70430,3  ,Studio,"Salamanca Garcia, J;Wu, S",ARTD,Art--Design,2024,Spring 2024
465,48487,U  ,Lecture-Discussion,"Flores, N",AAS,Asian American Studies,2024,Spring 2024
220,74364,AG ,Laboratory,"Gilmore, A",DANC,Dance,2024,Spring 2024
170,34045,AD1,Discussion/Recitation,"Hogarth, R;Trauscht, C",HIST,History,2024,Spring 2024
432,63324,C1 ,Lecture-Discussion,"Altshuler, M",CI,Curriculum and Instruction,2024,Spring 2024
105,70957,D10,Online,"Gupta, P",RHET,Rhetoric and Composition,2024,Spring 2024
421,74519,AE1,Lecture-Discussion,"Issa, S;Li, S;Rudolphi, J",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
357,70260,A  ,Lecture-Discussion,"Lule, L",AIS,American Indian Studies,2024,Spring 2024
299,34515,A  ,Study Abroad,"Blumthal, M",ENG,Engineering,2024,Spring 2024
599,56091,WD ,Lecture,"Davey, W",LAW,Law,2024,Spring 2024
287,74165,AL1,Lecture,"Van Riper, C",GGIS,Geography & Geographic Information Science,2024,Spring 2024
311,31044,A  ,Lecture-Discussion,"Gupta, P",BADM,Business Administration,2024,Spring 2024
130,52515,AL1,Lecture,"Velez, E",SOC,Sociology,2024,Spring 2024
170,36909,AB2,Laboratory,"Tsai, S",ME,Mechanical Engineering,2024,Spring 2024
460,32945,G4 ,Lecture-Discussion,"Tywoniw, R",PORT,Portuguese,2024,Spring 2024
170,34046,AD2,Discussion/Recitation,"Hogarth, R;Trauscht, C",HIST,History,2024,Spring 2024
105,33268,D2 ,Lecture-Discussion,"Johnson, A",RHET,Rhetoric and Composition,2024,Spring 2024
418,72166,4  ,Studio,"Trevisani, m",ARTD,Art--Design,2024,Spring 2024
516,57846,1  ,Lecture,"Flaws, J;Reddi, P;Yang, J",CB,Comparative Biosciences,2024,Spring 2024
432,63325,C2 ,Lecture-Discussion,"Poetzel, A",CI,Curriculum and Instruction,2024,Spring 2024
220,74260,AR ,Laboratory,"Rogovoy, A",DANC,Dance,2024,Spring 2024
540,62056,,Independent Study,,TRST,Translation Studies,2024,Spring 2024
460,32941,G4 ,Lecture-Discussion,"Tywoniw, R",ITAL,Italian,2024,Spring 2024
311,31042,B  ,Lecture-Discussion,"Gupta, P",BADM,Business Administration,2024,Spring 2024
543,68544,IAN,Lecture-Discussion,"Tomaszycki, M",NEUR,Neuroscience,2024,Spring 2024
460,32943,U3 ,Lecture-Discussion,"Tywoniw, R",PORT,Portuguese,2024,Spring 2024
170,34047,AL1,Lecture,"Hogarth, R",HIST,History,2024,Spring 2024
105,33269,D3 ,Lecture-Discussion,"Kraft, J",RHET,Rhetoric and Composition,2024,Spring 2024
170,36910,AB3,Laboratory,"Tsai, S",ME,Mechanical Engineering,2024,Spring 2024
589,73909,A  ,Independent Study,"Espiritu, A",AAS,Asian American Studies,2024,Spring 2024
432,63326,C3 ,Lecture-Discussion,"Poetzel, A",CI,Curriculum and Instruction,2024,Spring 2024
220,74944,BA ,Laboratory,"Amiri, B",DANC,Dance,2024,Spring 2024
311,39261,C  ,Lecture-Discussion,"Gupta, P",BADM,Business Administration,2024,Spring 2024
370,74239,AL1,Lecture,"Sivapalan, M",GGIS,Geography & Geographic Information Science,2024,Spring 2024
425,74520,AE1,Lecture-Discussion,"Issa, S;Rudolphi, J",ETMA,Engineering Technology and Management for Agricultural Systems,2024,Spring 2024
600,36072,A  ,Laboratory-Discussion,"Winship, V",LAW,Law,2024,Spring 2024
459,50266,GAC,Lecture-Discussion,"Calcaterra, A",AIS,American Indian Studies,2024,Spring 2024
460,32940,U3 ,Lecture-Discussion,"Tywoniw, R",ITAL,Italian,2024,Spring 2024
105,33271,D4 ,Lecture-Discussion,"Lindsey, M",RHET,Rhetoric and Composition,2024,Spring 2024
