CRN,Semester,Year,A_plus,A_stan,A_minus,B_plus,B_stan,B_minus,C_plus,C_stan,C_minus,D_plus,D_stan,D_minus,F_stan,CourseNum,DepartmentCode,CourseName,Instructor,Sched_Type,Avg_Grade
58592,Spring,2019,1,10,7,5,0,0,0,0,0,1,0,0,0,476,ADV,Global Advertising,"Nelson, Michelle R",LCD,3.65
61524,Spring,2019,0,2,29,15,6,7,3,0,0,1,0,0,0,483,ADV,Audience Analysis,"Sar, Sela",LCD,3.32
68912,Spring,2019,2,8,9,17,9,12,3,1,0,0,1,0,0,483,ADV,Audience Analysis,"Taneja, Harsh",LCD,3.2
64125,Spring,2019,5,15,0,0,0,0,0,0,0,0,0,0,1,492,ADV,Tech and Advertising Campaigns,"Su, Leona Yi-Fan",LCD,3.81
63424,Spring,2019,0,25,3,2,0,0,0,0,0,0,0,0,0,498,ADV,The Sandage Project,"Meron, Shachar",LCD,3.92
63425,Spring,2019,0,18,5,2,4,0,1,0,0,0,0,0,0,498,ADV,The Sandage Project,"Meron, Shachar",LCD,3.71
63427,Spring,2019,0,15,9,1,4,0,0,0,0,0,0,0,0,498,ADV,The Sandage Project,"Meron, Shachar",LCD,3.74
59233,Spring,2019,7,16,5,2,2,0,0,1,0,0,0,1,1,199,AE,Computer-Aided Design,"Laystrom-Woodar, Julia K",LCD,3.59
61002,Spring,2019,2,20,3,4,1,0,0,1,1,1,0,0,2,199,AE,Computer-Aided Design,"Laystrom-Woodar, Julia K",LCD,3.44
54415,Spring,2019,11,11,19,19,8,5,5,1,2,0,1,0,2,202,AE,Aerospace Flight Mechanics,"Chilan, Christian M",LCD,3.29
65567,Spring,2019,1,5,9,4,10,3,4,1,0,0,0,0,1,311,AE,Incompressible Flow,"Saxton-Fox, Theresa A",LEC,3.15
29874,Spring,2019,1,22,3,0,24,0,1,9,0,0,11,2,3,312,AE,Compressible Flow,"Dutton, J C",LCD,2.73
65568,Spring,2019,2,10,2,5,10,1,2,8,2,1,6,0,6,321,AE,Mechs of Aerospace Structures,"Safdari, Masoud",LEC,2.47
54418,Spring,2019,4,5,7,8,9,4,11,3,3,2,1,0,4,323,AE,Applied Aerospace Structures,"Geubelle, Philippe H",LCD,2.73
29907,Spring,2019,1,18,6,1,6,4,1,2,2,2,2,2,3,353,AE,Aerospace Control Systems,"Bretl, Timothy W",LCD,2.91
54470,Spring,2019,4,18,13,11,11,9,2,5,7,1,8,4,4,370,AE,Aerospace Numerical Methods,"Goza, Andres J",LCD,2.76
29973,Spring,2019,4,7,2,7,2,5,2,4,0,0,0,0,0,403,AE,Spacecraft Attitude Control,"Ho, Koki",LCD,3.25
29954,Spring,2019,2,6,1,1,5,0,2,1,0,1,0,0,2,410,AE,Computational Aerodynamics,"Bodony, Daniel J",LCD,2.96
29960,Spring,2019,4,7,6,5,10,2,8,4,1,0,1,0,2,419,AE,Aircraft Flight Mechanics,"Panerai, Francesco",LCD,2.97
29970,Spring,2019,0,3,2,6,4,3,1,2,1,0,0,0,0,434,AE,Rocket Propulsion,"Levin Fliflet, Deborah",LCD,3.06
29965,Spring,2019,0,7,1,1,4,4,1,1,1,0,2,0,0,435,AE,Electric Propulsion,"Rovey, Joshua L",LCD,3.02
56779,Spring,2019,0,19,23,22,7,2,0,0,0,0,0,0,0,443,AE,Aerospace Systems Design II,"Merret, Jason M",LCD,3.56
56782,Spring,2019,0,34,2,7,6,5,1,1,0,0,0,0,0,443,AE,Aerospace Systems Design II,"Lembeck, Michael F",LCD,3.61
54458,Spring,2019,7,60,42,6,2,3,0,0,0,0,0,0,0,461,AE,Structures & Control Lab,"Chasiotis, Ioannis",LCD,3.8
46379,Spring,2019,7,35,13,14,11,1,1,4,0,0,1,0,0,100,AFRO,Intro to African American St,"McMillion, Desiree Y",ONL,3.56
44761,Spring,2019,1,3,5,1,8,2,0,0,2,0,0,0,3,103,AFRO,Black Women in the Diaspora,"Flynn, Karen",LCD,2.81
65553,Spring,2019,0,13,4,1,3,4,0,1,1,0,0,1,1,132,AFRO,African American Music,"Meyers, John P",LCD,3.24
39646,Spring,2019,5,13,2,3,0,1,0,0,1,0,0,0,1,224,AFRO,Race and Food Security,"Smith, Bobby J",LCD,3.6
69407,Spring,2019,0,3,9,3,8,3,2,1,0,0,0,0,1,261,AFRO,Intro to the African Diaspora,"Bowen, Merle L",LCD,3.12
58737,Spring,2019,0,10,10,1,2,0,2,1,0,2,0,0,1,383,AFRO,Hist of Blk Women's Activism,"Asaka, Ikuko",LCD,3.29
52697,Spring,2019,0,9,7,1,2,2,1,1,0,0,1,0,0,220,AGCM,Communicating Agriculture,"Cupps-Miller, Heather A",LBD,3.4
64899,Spring,2019,4,10,1,3,2,0,0,0,0,0,1,0,0,230,AGCM,Ag & Env Photography,"Danzl, Richard G",LBD,3.65
60158,Spring,2019,6,13,8,1,1,0,0,0,0,1,0,0,0,315,AGCM,Emerging Media,"Ruth, Taylor K",LCD,3.77
58723,Spring,2019,14,28,20,23,16,11,3,5,1,0,0,3,2,260,AGED,Intro to Leadership Studies,"Keating, Kari H",LEC,3.3
47949,Spring,2019,0,17,20,13,3,1,1,2,0,0,1,0,0,380,AGED,Leadership in Groups and Teams,"Spencer, Gayle",LEC,3.51
54403,Spring,2019,3,20,5,3,0,0,0,0,0,0,0,0,0,480,AGED,Collaborative Leadership,"Macke, Tiffany B",LCD,3.88
69198,Spring,2019,0,12,5,4,1,1,1,0,1,0,0,0,0,101,AIS,Intro to Amer Indian Studies,"Soto, Silvia",LCD,3.57
65548,Spring,2019,4,3,5,2,6,3,1,0,0,0,0,0,0,265,AIS,Intro to American Indian Lit,"Soto, Silvia",LCD,3.39
67574,Spring,2019,8,8,4,1,1,2,1,0,0,0,0,0,1,285,AIS,Indigenous Thinkers,"Maldonado, Korinta",LCD,3.56
29915,Spring,2019,4,11,0,0,15,0,0,3,0,0,0,0,0,100,ANSC,Intro to Animal Sciences,"Parrett, Douglas F",LAB,3.36
54701,Spring,2019,0,146,0,0,35,0,0,10,0,0,2,0,1,101,ANSC,Contemporary Animal Issues,"Shike, Daniel W",LEC,3.66
29920,Spring,2019,0,56,0,1,1,0,0,0,0,0,0,0,0,103,ANSC,Working With Farm Animals,"Parsons, Carl M",LEC,3.97
39451,Spring,2019,6,27,6,2,2,1,0,1,0,0,2,0,0,110,ANSC,Life With Animals and Biotech,"Allen, Crystal A",LCD,3.69
29921,Spring,2019,0,60,0,0,7,0,0,3,0,0,0,0,0,205,ANSC,World Animal Resources,"Parsons, Carl M",LCD,3.81
39502,Spring,2019,3,9,4,1,4,1,0,4,0,0,1,1,1,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.12
50326,Spring,2019,4,14,2,1,2,0,2,2,0,0,0,0,1,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.48
50323,Spring,2019,5,9,7,1,4,1,3,0,1,0,0,0,1,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.39
50324,Spring,2019,0,13,6,1,6,0,0,1,0,0,0,0,2,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.36
50321,Spring,2019,4,14,3,2,1,2,1,0,1,0,0,0,4,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.19
69276,Spring,2019,1,11,2,5,3,0,0,1,0,0,0,1,0,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.49
69277,Spring,2019,1,9,2,4,2,1,1,0,0,0,0,0,1,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.41
69278,Spring,2019,5,16,4,2,4,1,1,1,0,0,0,0,1,207,ANSC,Companion Animal Biology &Care,"Fischer-Brown, Amy E",ONL,3.55
54349,Spring,2019,7,36,0,11,38,0,6,26,0,1,9,0,2,223,ANSC,Animal Nutrition,"Dilger, Ryan N",LEC,2.93
54350,Spring,2019,13,16,6,14,18,12,14,12,9,7,7,2,3,224,ANSC,Animal Reproduction and Growth,"Miller, David J",LEC,2.71
50315,Spring,2019,30,181,86,30,31,21,10,1,9,3,2,4,10,250,ANSC,Companion Animals in Society,"Richardson, Sarah D",LEC,3.49
29959,Spring,2019,0,51,0,0,3,1,0,0,0,0,0,0,0,298,ANSC,Undergraduate Seminar,"Jones-Hamlow, Katelyn A",LEC,3.92
29925,Spring,2019,4,14,9,1,2,2,1,1,1,0,0,1,0,305,ANSC,Human Animal Interactions,"Richardson, Sarah D",LEC,3.51
59971,Spring,2019,12,13,2,6,3,1,0,1,0,0,0,0,0,363,ANSC,Behavior of Domestic Animals,"Kukekova, Anna V",LEC,3.71
29963,Spring,2019,0,20,0,0,7,0,0,0,0,0,0,0,0,402,ANSC,Sheep Production,"Cobb, Alan R",LCD,3.74
29967,Spring,2019,0,15,5,0,0,1,0,0,0,0,0,0,0,404,ANSC,Poultry Science,"Parsons, Carl M",LCD,3.86
51162,Spring,2019,38,23,14,2,28,14,5,13,1,2,5,0,2,406,ANSC,Zoo Animal Conservation Sci,"Roca, Alfred L",LCD,3.2
57951,Spring,2019,2,9,5,3,6,1,1,3,0,0,0,1,1,407,ANSC,Animal Shelter Management,"Fischer-Brown, Amy E",LCD,3.19
29979,Spring,2019,0,23,3,1,0,0,0,0,0,0,0,0,0,409,ANSC,Meat Science,"Boler, Dustin D",LCD,3.94
29976,Spring,2019,11,18,1,1,1,0,0,0,0,0,0,0,0,438,ANSC,Lactation Biology,"Hurley, Walter L",LCD,3.94
69280,Spring,2019,4,13,3,1,2,0,0,0,0,0,0,0,0,444,ANSC,Applied Animal Genetics,"Rodriguez-Zas, Sandra L",ONL,3.84
39603,Spring,2019,0,16,0,0,15,0,0,9,0,0,2,0,0,450,ANSC,Comparative Immunobiology,"Steelman, Andrew J",LCD,3.07
56799,Spring,2019,31,22,0,0,4,1,0,2,0,0,2,0,1,498,ANSC,Integrating Animal Sciences,"Schneider, Alicia M",LEC,3.69
69027,Spring,2019,0,16,8,3,2,1,0,1,0,0,0,0,0,499,ANSC,Southern African Wildlife II,"Roca, Alfred L",LCD,3.68
29990,Spring,2019,2,8,7,3,4,2,0,1,0,0,0,0,0,520,ANSC,Protein and Energy Nutrition,"Stein, Hans-Henrik",LEC,3.52
54598,Spring,2019,7,7,14,10,22,9,8,9,10,3,2,1,6,101,ANTH,Introduction to Anthropology,"Kramer, Elise A",LCD,2.69
30027,Spring,2019,0,77,13,7,26,10,11,6,4,2,2,3,3,103,ANTH,Anthro in a Changing World,"Martin, Jeffrey T",LEC,3.26
54206,Spring,2019,128,117,63,16,34,14,4,12,5,2,2,1,13,103,ANTH,Anthro in a Changing World,"Jordan, Agnes S",ONL,3.53
43560,Spring,2019,10,28,9,9,7,3,4,0,3,2,0,0,3,106,ANTH,Hist Arch Americas,"Arjona, Jamie M",LCD,3.35
30042,Spring,2019,11,1,2,3,7,0,2,4,1,0,2,0,2,175,ANTH,Archaeology and Pop Culture,"Silverman, Helaine I",LCD,2.93
63359,Spring,2019,31,347,40,42,34,12,8,9,7,0,5,1,4,246,ANTH,Forensic Science,"Hughes, Cris E",ONL,3.68
69108,Spring,2019,2,8,1,3,1,3,2,0,1,0,1,1,1,379,ANTH,Medical Anthropology,"Verstraete, Emma L",LCD,3.03
46498,Spring,2019,5,13,6,5,0,1,1,1,1,0,1,0,0,462,ANTH,Museum Theory and Practice,"Frankenberg, Susan R",LCD,3.54
66045,Spring,2019,8,4,2,2,2,1,0,0,1,1,0,0,0,150,ARAB,Lang&Culture of Arab World,"Saadah, Eman",ONL,3.51
67071,Spring,2019,31,22,31,13,19,11,2,2,1,0,1,0,1,172,ARCH,Drawing and Modeling,"Brakke, Aaron P",LEC,3.48
67165,Spring,2019,15,18,9,15,14,4,9,2,2,1,6,1,1,232,ARCH,Structural Fundamentals,"Uihlein, Marci",LEC,3.13
68735,Spring,2019,0,20,16,10,10,12,7,7,1,2,2,1,7,274,ARCH,Representation,"Emmons, David J",LEC,2.86
30229,Spring,2019,0,6,1,3,5,8,4,2,4,1,1,2,0,341,ARCH,Environment Tech HVAC,"Strand, Richard K",LEC,2.64
30234,Spring,2019,3,10,13,9,10,6,2,5,1,1,2,0,0,342,ARCH,Environment Tech Ltg & Acoust,"Boubekri, Mohamed",LEC,3.15
30236,Spring,2019,11,21,12,10,9,5,4,4,1,2,2,1,3,352,ARCH,Mech of Mat & Design Appl,"Aminmansour, Abbas",LEC,3.18
61901,Spring,2019,3,4,5,11,9,3,0,0,0,0,0,0,0,409,ARCH,Special Topics in Spanish Arch,"Lapunzina, Alejandro",LEC,3.37
65831,Spring,2019,0,3,8,2,1,4,3,3,1,0,0,0,0,415,ARCH,Nineteenth-Century Arch,"Grossman, Heather E",LEC,3.05
39951,Spring,2019,1,11,11,8,6,3,2,0,0,0,0,0,0,416,ARCH,Modern American Architecture,"Burns, Jennifer",LEC,3.47
30280,Spring,2019,15,15,9,9,7,2,1,2,1,1,0,0,2,452,ARCH,Theory of Reinforced Concrete,"Aminmansour, Abbas",LEC,3.42
61903,Spring,2019,4,5,5,5,3,5,0,0,0,1,1,0,0,452,ARCH,Theory of Reinforced Concrete,"Sanabra Loewe, Marc",LAB,3.3
61902,Spring,2019,1,6,13,7,3,3,2,0,1,0,0,0,0,468,ARCH,Overseas Architectural Studies,"Lapunzina, Alejandro",LAB,3.4
65406,Spring,2019,0,0,5,6,5,6,1,1,1,1,2,0,1,475,ARCH,Arch Design & Development,"Lapunzina, Alejandro",LAB,2.71
61894,Spring,2019,4,41,12,8,8,6,3,0,0,0,0,0,0,501,ARCH,Architectural Practice,"Deutsch, Randall",LCD,3.63
67176,Spring,2019,15,20,9,9,11,2,5,2,0,0,0,0,0,517,ARCH,Arch History 1850-Present,"Bross, Benjamin A",LCD,3.52
69216,Spring,2019,0,8,14,11,4,3,0,0,0,0,0,0,0,593,ARCH,Design & Construction Futures,"Johnson, Tait R",LEC,3.5
52983,Spring,2019,2,9,6,5,4,2,1,3,0,0,0,0,2,100,ART,Understanding Visual Culture,"Burns, Jennifer",ONL,3.19
62776,Spring,2019,6,6,5,4,0,0,0,0,0,0,0,0,0,102,ART,Drawing for Non-Majors,"Foster, Jacob W",ST,3.79
62245,Spring,2019,0,17,6,1,1,0,0,0,0,0,0,0,0,310,ART,Design Thinking,"Briggs, Molly C",ST,3.85
51827,Spring,2019,8,13,12,5,4,1,0,2,0,0,0,0,0,326,ARTD,Sustainability & Manufacturing,"Raheel, Salman",LEC,3.63
65177,Spring,2019,12,3,5,0,0,0,0,0,1,0,0,0,0,333,ARTD,Type & Image,"Jang, Wonsil",ST,3.81
61984,Spring,2019,0,26,0,0,2,0,0,3,0,0,4,0,1,448,ARTD,Professional Design Practice,"Kendall, James W",LEC,3.33
65182,Spring,2019,8,14,6,0,2,0,0,0,0,0,0,0,0,471,ARTD,Graphic Design Capstone,"Mercer, Lisa",ST,3.87
68870,Spring,2019,67,36,12,10,9,5,5,3,4,1,4,0,9,101,ARTE,"Art, Design, and Society","Lucero, Jorge",LEC,3.39
50196,Spring,2019,0,12,12,8,3,1,1,0,0,0,0,1,0,241,ARTH,"Modern Art, 1880-1940","Romberg, Kristin",LEC,3.51
48074,Spring,2019,1,15,9,10,21,7,2,6,2,0,1,0,0,257,ARTH,History of Photography,"Weissman, Terri",LEC,3.15
52425,Spring,2019,1,7,2,6,4,1,2,0,0,0,0,0,0,313,ARTH,Modern and Contemp African Art,"Sims, Theresa",LEC,3.42
63635,Spring,2019,0,2,5,6,9,4,0,0,0,0,0,1,1,344,ARTH,Spanish Modern Art,"Vazquez, Oscar",LEC,3.02
68699,Spring,2019,8,9,10,5,21,8,1,5,2,3,1,0,3,210,ASRM,Theory of Interest,"Mortensen, Karen P",LCD,2.98
68700,Spring,2019,9,11,8,14,12,9,2,0,0,1,0,0,0,406,ASRM,Lin Algebra & Financial Apps,"Cole, Paa Kow",LCD,3.36
68701,Spring,2019,4,11,14,3,5,1,0,0,0,1,0,0,1,409,ASRM,Stoch Proc for Fin & Insurance,"Chong, Wing Fung",LCD,3.52
68702,Spring,2019,14,13,6,11,7,6,4,1,2,3,1,0,1,410,ASRM,Investments and Fin Markets,"Hinkkanen, Aimo H",LCD,3.24
68703,Spring,2019,4,12,17,10,8,12,1,1,0,0,0,0,0,461,ASRM,Loss Models,"Cole, Paa Kow",LCD,3.39
68705,Spring,2019,6,8,9,12,9,6,8,3,2,0,3,0,2,472,ASRM,Life Contingencies II,"Buysse, Klara T",LCD,2.99
69153,Spring,2019,2,9,2,8,1,1,1,2,0,0,0,0,0,552,ASRM,Predictive Analytics,"Linders, Daniel H",LCD,3.46
30779,Spring,2019,30,28,13,15,30,16,3,8,3,2,2,0,4,100,ASTR,Introduction to Astronomy,"Winans, Amanda",LEC,3.21
57338,Spring,2019,48,76,41,41,35,19,21,16,9,5,6,8,13,100,ASTR,Introduction to Astronomy,"Winans, Amanda",ONL,3.11
30832,Spring,2019,16,26,19,14,15,13,7,9,8,6,2,1,5,121,ASTR,Solar System and Worlds Beyond,"Winans, Amanda",LEC,3
30845,Spring,2019,5,33,24,16,33,19,12,10,4,1,1,3,7,122,ASTR,Stars and Galaxies,"Dunne, Bryan C",LEC,2.99
54508,Spring,2019,14,31,15,7,11,2,1,4,2,1,2,2,1,150,ASTR,Killer Skies: Astro-Disasters,"Dunne, Bryan C",LEC,3.39
30855,Spring,2019,9,18,6,5,21,0,2,6,1,0,2,2,4,210,ASTR,Introduction to Astrophysics,"Kemball, Athol J",LEC,3.04
68851,Spring,2019,0,17,2,0,4,3,1,1,1,1,0,0,0,310,ASTR,Computing in Astronomy,"Ricker, Paul M",LEC,3.42
48580,Spring,2019,6,15,2,0,0,0,0,0,1,0,0,0,0,330,ASTR,Extraterrestrial Life,"Looney, Leslie W",LEC,3.88
39316,Spring,2019,5,8,6,6,6,3,2,1,1,1,2,1,0,405,ASTR,Planetary Systems,"Gammie, Charles F",LEC,3.15
43741,Spring,2019,5,1,7,2,4,3,2,0,1,0,0,1,0,414,ASTR,Astronomical Techniques,"Shen, Yue",LEC,3.21
39350,Spring,2019,13,24,14,15,21,13,6,5,5,1,1,0,4,100,ATMS,Introduction to Meteorology,"Gray, Kevin T",LEC,3.13
39412,Spring,2019,63,141,63,70,59,42,31,13,10,6,6,2,10,120,ATMS,Severe and Hazardous Weather,"Frame, Jeffrey",LEC,3.29
30891,Spring,2019,5,18,10,11,12,4,1,5,4,1,1,0,5,120,ATMS,Severe and Hazardous Weather,"Hence, Deanna",LEC,3.03
30894,Spring,2019,1,7,11,10,5,6,4,3,2,0,3,0,4,140,ATMS,Climate and Global Change,"Nesbitt, Anna",LCD,2.83
50295,Spring,2019,0,2,2,4,5,4,3,2,1,1,1,0,0,304,ATMS,Radiative Transfer-Remote Sens,"Riemer, Nicole",LEC,2.77
50296,Spring,2019,3,4,3,5,2,1,2,1,2,0,0,0,0,305,ATMS,Computing and Data Analysis,"Nesbitt, Stephen",LEC,3.23
57309,Spring,2019,0,3,3,2,11,1,4,4,1,0,0,0,0,307,ATMS,Climate Processes,"Jain, Atul",LCD,2.91
51093,Spring,2019,0,5,2,4,6,3,2,4,0,0,0,0,0,314,ATMS,Mesoscale Dynamics,"Trapp, Robert",LEC,3.05
31725,Spring,2019,1,8,11,0,1,1,0,1,0,0,0,0,0,420,ATMS,Atmospheric Chemistry,"Nesbitt, Anna",LCD,3.65
68638,Spring,2019,24,11,5,2,0,0,0,0,0,0,0,0,0,211,BADM,Business Analytics II,"Boregowda, Satish",LCD,3.93
68639,Spring,2019,4,10,9,1,1,0,0,0,0,0,0,0,0,211,BADM,Business Analytics II,"Boregowda, Satish",LCD,3.81
30956,Spring,2019,32,48,31,25,21,11,7,2,2,2,2,3,2,300,BADM,The Legal Environment of Bus,"Fricke, Michael R",LEC,3.4
40037,Spring,2019,14,31,39,39,30,13,8,7,2,0,0,0,0,300,BADM,The Legal Environment of Bus,"Wright, Margaret",LCD,3.35
30963,Spring,2019,56,95,58,37,46,19,17,12,8,1,2,1,4,310,BADM,Mgmt and Organizational Beh,"Loyd, Denise L",LEC,3.4
57199,Spring,2019,0,89,4,4,2,0,2,1,0,0,0,0,0,310,BADM,Mgmt and Organizational Beh,"Gill, Shahbaz",ONL,3.89
31044,Spring,2019,7,14,8,6,4,0,1,0,1,0,0,0,0,311,BADM,Leading Individuals and Teams,"Kim, Jihyeon",LCD,3.64
31048,Spring,2019,2,19,14,2,0,0,2,0,0,0,0,0,0,312,BADM,Designing and Managing Orgs,"Ramaswamy Vijay, Anand",LCD,3.76
31071,Spring,2019,2,17,4,7,10,2,0,0,0,0,0,0,0,313,BADM,Strategic Human Res Management,"Kraatz, Matthew S",LCD,3.56
63687,Spring,2019,3,25,12,8,5,3,0,0,0,0,0,0,0,314,BADM,Leading Negotiations,"Dahl, James G",LCD,3.67
30958,Spring,2019,248,142,46,22,22,10,3,0,0,0,1,2,0,320,BADM,Principles of Marketing,"Wolters, Mark E",LEC,3.84
55843,Spring,2019,0,111,0,2,1,1,0,0,2,0,0,0,1,320,BADM,Principles of Marketing,"Gill, Shahbaz",ONL,3.9
40724,Spring,2019,0,37,11,0,1,0,0,0,0,0,0,0,0,322,BADM,Marketing Research,"Kim, Myoung Hee",LCD,3.91
31038,Spring,2019,0,29,11,2,2,0,0,0,0,0,0,0,0,322,BADM,Marketing Research,"Kim, Myoung Hee",LCD,3.84
31055,Spring,2019,0,37,0,0,16,0,0,3,0,0,1,0,0,323,BADM,Marketing Communications,"Shavitt, Sharon",LCD,3.56
31057,Spring,2019,30,25,3,1,1,0,1,0,0,0,0,0,0,324,BADM,Purchasing and Supply Mgmnt,"Liang, Hongyan",LCD,3.93
31059,Spring,2019,0,12,25,9,2,2,0,0,0,0,0,0,0,325,BADM,Consumer Behavior,"Rindfleisch, Aric P",LCD,3.62
31060,Spring,2019,8,16,6,6,0,0,1,0,0,0,1,0,0,325,BADM,Consumer Behavior,"Koo, Minkyung",LCD,3.72
61562,Spring,2019,5,23,0,0,6,0,0,5,0,0,4,0,0,326,BADM,Pricing Policies,"Liu, Yunchuan",LCD,3.35
31073,Spring,2019,1,22,1,11,0,0,0,0,0,0,0,0,0,327,BADM,Marketing to Business and Govt,"Nezami, Mehdi",LCD,3.78
50310,Spring,2019,3,11,17,4,0,0,0,0,0,0,0,0,0,329,BADM,New Product Development,"Sethi, Simrun S",LCD,3.76
47944,Spring,2019,3,25,8,5,7,5,0,0,0,0,0,0,0,337,BADM,Practicum in Supply Chain Mgt,"Palekar, Udatta S",LCD,3.63
60371,Spring,2019,13,9,1,1,0,0,0,1,0,0,0,0,0,340,BADM,Ethical Dilemmas of Business,"Barbeau, Aimee",LCD,3.88
68609,Spring,2019,11,14,2,1,0,0,0,0,2,0,0,1,0,340,BADM,Ethical Dilemmas of Business,"Barbeau, Aimee",LCD,3.7
39324,Spring,2019,0,59,3,0,2,0,0,0,0,0,0,0,0,350,BADM,IT for Networked Organizations,"Nelson, Matthew L",LCD,3.95
50065,Spring,2019,3,26,20,5,7,2,0,0,0,0,0,0,0,350,BADM,IT for Networked Organizations,"Subramanyam, Ramanath",LCD,3.69
50233,Spring,2019,1,11,12,5,5,2,0,1,0,0,0,0,0,350,BADM,IT for Networked Organizations,"Subramanyam, Ramanath",LCD,3.54
59972,Spring,2019,0,0,1,3,7,6,3,8,4,0,4,0,0,350,BADM,IT for Networked Organizations,"Parthasarathy, Rangarajan",LCD,2.34
68280,Spring,2019,0,0,1,2,9,3,5,2,0,0,2,0,0,350,BADM,IT for Networked Organizations,"Parthasarathy, Rangarajan",LCD,2.62
68281,Spring,2019,0,2,2,3,13,9,1,1,1,0,1,0,0,350,BADM,IT for Networked Organizations,"Parthasarathy, Rangarajan",LCD,2.89
31238,Spring,2019,4,11,5,3,1,0,0,0,0,0,0,0,0,353,BADM,Info Sys Analysis and Design,"Haran, Vidya",LCD,3.81
68611,Spring,2019,4,29,17,8,3,1,0,0,0,0,0,0,0,353,BADM,Info Sys Analysis and Design,"Haran, Vidya",LCD,3.75
68625,Spring,2019,0,34,9,6,1,1,1,0,0,0,0,0,0,356,BADM,Data Science and Analytics,"Kim, Sung W",LCD,3.79
68626,Spring,2019,11,19,10,1,0,0,0,0,0,0,0,0,0,359,BADM,Bus Prob Form and Soln,"Somaya, Deepak",LCD,3.9
31024,Spring,2019,0,20,17,16,1,1,1,0,0,0,0,0,0,374,BADM,Management Decision Models,"Seshadri, Sridhar",LCD,3.64
31007,Spring,2019,19,17,2,5,0,0,0,0,1,0,0,0,0,374,BADM,Management Decision Models,"Liang, Hongyan",LCD,3.86
46940,Spring,2019,0,11,8,7,7,5,1,0,0,0,0,0,0,375,BADM,Operations Management,"Wang, Yixin",LCD,3.42
52243,Spring,2019,3,13,16,15,6,1,0,0,0,0,0,0,0,375,BADM,Operations Management,"Wang, Yixin",LCD,3.58
54753,Spring,2019,0,18,13,10,5,1,2,0,0,0,0,0,0,375,BADM,Operations Management,"Wang, Yixin",LCD,3.58
68610,Spring,2019,0,9,5,2,10,2,0,1,1,1,0,0,0,378,BADM,Logistics Management,"Scott, Nehemiah",LCD,3.27
47946,Spring,2019,1,15,16,5,5,4,0,0,0,0,0,0,0,379,BADM,Business Process Improvement,"Anand, Gopesh J",LCD,3.59
39130,Spring,2019,0,7,17,7,9,4,3,1,3,2,0,0,0,380,BADM,International Business,"Bucheli, Marcelo",LCD,3.17
51543,Spring,2019,2,5,7,7,6,0,1,0,1,0,0,0,0,380,BADM,International Business,"Bucheli, Marcelo",LCD,3.41
54782,Spring,2019,9,7,7,3,3,1,0,0,0,0,0,0,0,380,BADM,International Business,"Clougherty, Joseph A",LCD,3.71
58441,Spring,2019,7,32,6,4,1,1,0,0,0,0,0,0,0,381,BADM,Multinational Management,"Yao, Kun",LCD,3.86
51561,Spring,2019,7,14,3,1,0,0,0,0,0,0,0,0,0,382,BADM,International Marketing,"Zhuang, Mengzhou",LCD,3.93
58743,Spring,2019,23,23,22,10,7,1,3,1,1,0,0,0,0,403,BADM,Corporate & Commercial Law,"Fricke, Michael R",ONL,3.65
31065,Spring,2019,0,29,0,0,1,0,0,0,0,0,0,0,0,445,BADM,Small Business Consulting,"Kurtz, Jeffrey M",LCD,3.97
31067,Spring,2019,0,24,5,2,2,0,0,0,0,0,0,0,0,446,BADM,Entrep: New Venture Creation,"Michael, Steven C",LCD,3.85
31082,Spring,2019,6,21,3,1,4,3,2,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Sakhartov, Arkadiy V",LCD,3.68
31084,Spring,2019,7,14,8,4,4,2,1,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Zheng, Wen",LCD,3.66
31181,Spring,2019,0,13,4,14,3,2,0,0,1,0,0,0,0,449,BADM,Business Policy and Strategy,"Chattopadhyay, Shinjinee",LCD,3.49
31185,Spring,2019,4,20,11,4,1,0,0,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Lee, Minjae",LCD,3.82
31188,Spring,2019,9,17,3,0,1,1,0,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Yoo, Jae Kyun",LCD,3.89
31194,Spring,2019,1,25,10,4,0,0,0,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Oh, Nahyun",LCD,3.85
31198,Spring,2019,3,18,8,5,4,0,1,1,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Sakhartov, Arkadiy V",LCD,3.66
31203,Spring,2019,0,27,8,5,0,0,0,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Chattopadhyay, Shinjinee",LCD,3.85
31212,Spring,2019,1,22,12,3,1,1,0,0,0,0,0,0,0,449,BADM,Business Policy and Strategy,"Oh, Nahyun",LCD,3.79
