CRN,Semester,Year,A_plus,A_stan,A_minus,B_plus,B_stan,B_minus,C_plus,C_stan,C_minus,D_plus,D_stan,D_minus,F_stan,CourseNum,DepartmentCode,CourseName,Instructor,Sched_Type,Avg_Grade
66674,Spring,2019,4,7,2,3,4,0,2,0,1,0,0,1,0,171,HIST,US Hist to 1877,"Day, Thomas R",DIS,3.35
34062,Spring,2019,0,10,7,1,1,1,1,0,1,1,0,0,0,172,HIST,US Hist Since 1877,"Ettinger, Sean N",DIS,3.48
60135,Spring,2019,4,12,4,3,0,1,0,0,0,0,0,0,0,221,HIST,Modern China,"Fu, Poshek",LCD,3.81
50044,Spring,2019,0,57,0,25,10,0,2,0,0,1,0,0,0,241,HIST,History of Ancient Rome,"Mathisen, Ralph W",LEC,3.66
34134,Spring,2019,1,4,4,5,9,7,7,3,3,1,0,0,1,251,HIST,Warfare Milit Insts & Soc,"Lynn, John A",LCD,2.79
56798,Spring,2019,0,10,7,4,3,2,1,0,1,0,0,0,3,258,HIST,20thC World to Midcentury,"Matsushita, Elizabeth A",LCD,3.14
34118,Spring,2019,3,8,13,8,4,5,0,2,0,0,0,0,0,260,HIST,History of Russia,"Steinberg, Mark D",LCD,3.43
63376,Spring,2019,11,12,3,0,1,1,0,0,1,0,0,0,0,264,HIST,Technology in Western Society,"Kosovych, Stefan D",LCD,3.81
68784,Spring,2019,1,6,6,2,7,3,2,2,0,0,0,0,0,265,HIST,Science in Western Civ,"Sepkoski, David C",LCD,3.25
60273,Spring,2019,1,12,3,5,5,2,0,0,2,0,0,0,0,273,HIST,Illinois History,"Oberdeck, Kathryn J",LCD,3.44
43548,Spring,2019,3,3,8,3,3,1,1,0,0,0,0,0,0,274,HIST,US & World Since 1917,"Ito, Koji",DIS,3.52
68642,Spring,2019,0,15,12,5,5,0,0,0,0,0,0,0,0,280,HIST,Caribbean Latina/o Migration,"Burgos, Adrian",LCD,3.67
69523,Spring,2019,3,14,14,5,3,1,0,0,0,0,0,0,1,281,HIST,Constructing Race in America,"Barnes, Teresa A",LCD,3.6
34127,Spring,2019,5,15,12,5,2,1,1,2,1,0,0,0,0,283,HIST,Asian American History,"White, Megan S",LCD,3.58
69814,Spring,2019,1,10,6,2,5,3,2,4,0,0,0,0,0,283,HIST,Asian American History,"Espiritu, Augusto F",LCD,3.28
56788,Spring,2019,2,10,9,5,8,5,4,2,0,0,0,0,3,287,HIST,African-American Women,"Barrett, Marsha E",LCD,3.09
68644,Spring,2019,0,7,9,5,2,1,1,0,0,1,0,0,1,293,HIST,The President and the People,"Barrett, Marsha E",LEC,3.33
34110,Spring,2019,1,6,4,3,3,1,0,2,0,0,1,0,1,300,HIST,Topics in Film and History,"Reagan, Leslie J",LCD,3.15
61754,Spring,2019,0,13,9,8,3,0,0,0,0,0,0,0,0,310,HIST,Global Capitalism in History,"Ali, Tariq O",LCD,3.66
69050,Spring,2019,0,3,11,1,8,3,0,0,2,0,0,0,0,312,HIST,Immigrant America,"Schneider, Dorothee",LCD,3.25
65224,Spring,2019,0,2,5,7,7,3,0,0,2,1,0,0,0,334,HIST,Modern Palestinian History,"Cuno, Kenneth M",LCD,3.09
41761,Spring,2019,2,4,5,4,3,3,3,0,0,0,0,0,0,361,HIST,Euro Thght & Soc Since 1789,"Liebersohn, Harry M",LCD,3.32
39415,Spring,2019,3,8,13,3,10,0,0,0,0,0,0,0,1,374,HIST,Civil War and Reconstruction,"Kraszewski, Gracjan A",LCD,3.47
32272,Spring,2019,0,14,10,2,0,2,0,0,1,0,0,0,0,377,HIST,United States since 1932,"Toller-Clark, Ian",LCD,3.67
60151,Spring,2019,2,8,9,3,2,1,2,1,0,0,0,1,0,381,HIST,Urban History,"Gilbert, Daniel",LCD,3.41
56780,Spring,2019,1,9,12,9,2,0,0,0,0,0,0,0,0,390,HIST,Sport and Society,"Burgos, Adrian",LCD,3.64
65228,Spring,2019,0,4,11,9,2,0,0,0,0,1,0,0,0,397,HIST,Sexuality in Modern Europe,"Chettiar, Teri A",LCD,3.47
32351,Spring,2019,0,16,4,2,3,0,1,1,0,0,0,0,0,441,HIST,The Roman Empire,"Mathisen, Ralph W",LCD,3.65
34180,Spring,2019,11,31,15,13,5,1,2,2,2,0,0,0,0,106,HORT,The Sustainable Home Garden,"Taylor, Andrea F",ONL,3.61
34181,Spring,2019,0,22,0,1,1,0,0,0,0,0,0,0,0,107,HORT,Introduction to Floral Design,"Noland, Dianne A",LAB,3.93
34182,Spring,2019,0,17,0,6,2,0,0,2,0,0,0,0,0,107,HORT,Introduction to Floral Design,"Noland, Dianne A",LAB,3.63
34183,Spring,2019,0,18,0,1,8,0,0,0,0,0,0,0,0,107,HORT,Introduction to Floral Design,"Noland, Dianne A",LAB,3.68
57410,Spring,2019,0,19,1,3,4,0,0,0,0,0,0,0,0,107,HORT,Introduction to Floral Design,"Noland, Dianne A",LAB,3.77
59877,Spring,2019,39,31,14,8,7,5,4,4,3,1,3,1,4,430,HORT,Children and Nature,"Taylor, Andrea F",ONL,3.38
62802,Spring,2019,0,26,7,2,4,1,2,0,0,0,1,0,0,411,HRD,Instruct & Train System Design,"Oh, Eunjung",ONL,3.64
67663,Spring,2019,8,11,2,0,1,0,0,0,0,0,0,0,0,472,HRD,Learning Technologies,"Huang, Wen-Hao",ONL,3.92
61321,Spring,2019,9,14,6,0,1,1,0,0,0,0,0,0,0,530,HRD,Organization Development,"Kuchinke, K P",ONL,3.86
69069,Spring,2019,0,13,10,0,2,0,0,0,0,0,0,0,0,535,HRD,Consulting in HRD,"Jacobs, Ronald L",ONL,3.79
60763,Spring,2019,0,30,0,0,6,0,0,3,0,0,0,0,0,585,HRD,Program Evaluation,"Hood, Denice W",ONL,3.69
65059,Spring,2019,64,91,33,12,20,8,8,6,10,4,2,1,29,100,IB,Biology in Today's World,"Yang, Wendy",ONL,3.19
34443,Spring,2019,20,19,0,19,23,0,17,8,0,4,2,0,0,103,IB,Introduction to Plant Biology,"Ming, Ray R",LEC,3.14
65061,Spring,2019,4,14,16,9,12,4,2,1,1,0,0,0,0,105,IB,Environmental Biology,"Burnham, Mark B",ONL,3.42
65714,Spring,2019,19,21,32,19,20,19,16,7,5,3,3,5,4,108,IB,The Biology of Dinosaurs,"Manaster, Joanne L",ONL,3.01
34480,Spring,2019,22,78,44,42,52,33,15,18,12,3,7,3,6,150,IB,Organismal & Evolutionary Biol,"Clegg, Benjamin F",LEC,3.13
65002,Spring,2019,4,13,7,5,7,2,5,3,2,2,3,0,0,150,IB,Organismal & Evolutionary Biol,"Clegg, Benjamin F",LEC,3.08
68710,Spring,2019,1,6,5,4,4,5,6,3,1,1,0,0,0,150,IB,Organismal & Evolutionary Biol,"Arias, Lily",LEC,3
34627,Spring,2019,0,14,2,0,2,2,0,1,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.65
34628,Spring,2019,0,10,7,2,1,0,1,0,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.7
34630,Spring,2019,0,9,5,2,4,1,0,0,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.6
34632,Spring,2019,0,8,3,5,2,3,0,1,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.44
49354,Spring,2019,0,13,3,3,2,1,0,0,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.71
58482,Spring,2019,0,10,7,1,2,1,0,1,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.62
58807,Spring,2019,0,10,4,2,4,1,0,0,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.62
58808,Spring,2019,0,13,6,4,0,0,0,0,0,0,0,0,0,151,IB,Organismal & Evol Biol Lab,"Whitfield, James B",LAB,3.8
40244,Spring,2019,0,81,0,0,8,0,0,0,0,0,0,0,0,199,IB,Undergraduate Open Seminar,"Arias, Lily",DIS,3.91
34641,Spring,2019,45,55,0,18,28,0,9,4,0,2,0,0,2,202,IB,Physiology,"Hauber, Mark E",LEC,3.54
45977,Spring,2019,8,10,2,0,1,1,0,0,0,0,0,0,0,271,IB,Organismal Biology,"Chen, Liqing",LEC,3.86
48172,Spring,2019,0,21,5,11,71,6,0,12,1,1,3,0,1,302,IB,Evolution,"Catchen, Julian M",LEC,3.02
56886,Spring,2019,0,90,0,0,68,0,0,16,0,0,0,0,1,329,IB,Animal Behavior,"Suarez, Andrew",LEC,3.41
34650,Spring,2019,3,8,0,0,7,0,0,2,0,0,2,0,0,335,IB,Systematics of Plants,"Downie, Stephen R",LEC,3.23
55722,Spring,2019,8,58,24,12,5,6,0,2,0,0,0,0,0,361,IB,Ecology and Human Health,"Allan, Brian F",LEC,3.71
34655,Spring,2019,4,16,2,3,3,0,0,0,0,0,0,0,0,420,IB,Plant Physiology,"Briskin, Donald P",LEC,3.8
43661,Spring,2019,5,29,0,4,3,0,0,1,0,0,0,0,0,432,IB,Genes and Behavior,"Dolezal, Adam G",LEC,3.82
66660,Spring,2019,0,24,0,0,3,0,0,1,0,0,0,0,0,435,IB,Critical Eval Herbal Remedies,"Berenbaum, May R",LCD,3.82
39288,Spring,2019,2,6,5,6,8,1,1,0,0,0,0,0,0,451,IB,Conservation Biology,"Paige, Ken N",LEC,3.43
65057,Spring,2019,4,4,2,3,6,4,2,0,0,0,0,0,0,453,IB,Community Ecology,"O'Dwyer, James P",LEC,3.31
39541,Spring,2019,3,4,3,6,2,2,2,0,0,2,2,0,2,483,IB,Insect Pathology,"Alleyne, Marianne",ONL,2.84
68712,Spring,2019,1,23,2,5,2,0,0,0,0,0,0,0,0,496,IB,Analysis of Biological Data in,"Fuller, Becky C",LCD,3.82
65956,Spring,2019,12,4,4,1,0,0,0,0,0,0,0,0,0,532,IB,Sustainability & Global Change,"O'Dwyer, Allison A",ONL,3.91
65957,Spring,2019,21,4,2,1,0,0,0,0,0,0,0,0,0,536,IB,Evolutionary Biology,"Birdsley, Jeffrey",ONL,3.95
34259,Spring,2019,1,9,2,1,8,2,0,5,1,3,1,1,0,300,IE,Analysis of Data,"Yarkony, Elad",LEC,2.86
62803,Spring,2019,3,11,7,6,12,8,8,6,6,5,2,5,3,300,IE,Analysis of Data,"King, Douglas M",LEC,2.58
54715,Spring,2019,4,18,21,13,8,2,2,3,0,1,1,1,3,310,IE,Determin Models in Optmzation,"Sun, Ruoyu",LCD,3.26
34260,Spring,2019,2,3,2,3,8,4,2,4,3,1,1,0,1,330,IE,Industrial Quality Control,"King, Douglas M",LCD,2.71
37236,Spring,2019,0,35,0,0,8,0,0,2,0,0,0,0,0,340,IE,Human Factors,"Wooldridge, Abigail",LEC,3.73
34265,Spring,2019,4,22,14,18,8,6,1,0,1,0,0,0,0,361,IE,Production Planning & Control,"Wang, Qiong",LCD,3.5
66991,Spring,2019,1,30,10,6,5,8,0,1,0,1,1,0,1,370,IE,Stochastic Processes & Applic,"Stolyar, Aleksandr",LEC,3.46
43422,Spring,2019,1,6,6,7,15,2,1,6,1,0,2,2,7,413,IE,Simulation,"Jacobson, Sheldon H",LCD,2.58
58926,Spring,2019,5,13,7,4,10,9,4,4,1,2,0,1,0,420,IE,Financial Engineering,"Feng, Liming",LCD,3.13
50867,Spring,2019,1,5,3,6,3,5,1,0,0,0,0,0,1,431,IE,Design for Six Sigma,"Kim, Harrison H",LCD,3.19
60406,Spring,2019,7,16,13,7,4,2,0,0,0,0,0,0,1,521,IE,Convex Optimization,"He, Niao",LCD,3.61
54714,Spring,2019,2,21,10,8,10,8,0,1,0,0,0,0,0,525,IE,Numerical Methods in Finance,"Chronopoulou, Alexandra",LCD,3.48
53010,Spring,2019,4,19,10,17,11,2,0,0,0,0,0,0,0,526,IE,Stochastic Calculus in Finance,"Sowers, Richard B",LCD,3.55
58859,Spring,2019,23,9,7,4,3,2,1,1,1,0,0,0,0,102,IHLT,Survey of Interdisc Health,"DiFilippo, Kristen N",LCD,3.67
64236,Spring,2019,13,17,7,4,1,1,0,0,1,0,0,0,0,232,IHLT,Health Disparities in the U.S.,"Bobitt, Julie L",LCD,3.78
57489,Spring,2019,11,20,2,1,2,0,0,1,0,0,0,0,1,375,IHLT,Interdis Collab in Health Serv,"Bobitt, Julie L",LEC,3.75
69184,Spring,2019,18,12,4,2,2,2,0,0,0,0,0,0,0,375,IHLT,Interdis Collab in Health Serv,"DiFilippo, Kristen N",LEC,3.82
65955,Spring,2019,0,27,0,0,0,0,0,1,0,0,0,0,0,474,IHLT,Pre-Field Experience in Health,"Frasca, Elizabeth A",LCD,3.93
69185,Spring,2019,0,18,0,0,1,0,0,0,0,0,0,0,4,474,IHLT,Pre-Field Experience in Health,"DiFilippo, Kristen N",LCD,3.26
59205,Spring,2019,0,24,0,0,2,0,0,0,0,0,0,0,0,475,IHLT,Field Experience in i-Health,"Frasca, Elizabeth A",LCD,3.92
63224,Spring,2019,19,83,24,19,48,9,4,4,1,0,2,0,2,102,INFO,Little Bits to Big Ideas,"Cunningham, Ryan M",LEC,3.48
49273,Spring,2019,2,3,6,1,5,10,10,6,1,7,1,1,7,202,INFO,Social Aspects Info Tech,"Kendall, Lori S",LCD,2.25
68811,Spring,2019,0,19,21,7,12,1,2,2,0,0,2,0,2,202,INFO,Social Aspects Info Tech,"Knox, Emily J",LCD,3.32
57769,Spring,2019,12,10,2,0,0,0,0,0,1,1,0,0,0,403,INFO,Top Down Video Game Design,"Cermak, Daniel",LBD,3.78
69281,Spring,2019,5,12,1,0,3,0,0,0,0,0,0,0,0,490,INFO,Chatbots & Artificial Intel,"Pintar, Judith A",LCD,3.86
68730,Spring,2019,1,14,7,1,0,0,0,2,0,0,0,0,0,490,INFO,The Video Game Dev Process,"Cermak, Daniel",LBD,3.72
64015,Spring,2019,0,85,5,5,5,6,4,1,3,0,4,0,7,490,INFO,Intro to Prog for Data Science,"Haberman, Michael",ONL,3.41
65142,Spring,2019,4,10,4,7,0,5,0,0,0,0,0,1,0,490,INFO,Makerspace Intro: Open Studio,"Ginger, Jeffrey A",LEC,3.48
67560,Spring,2019,0,13,4,2,4,0,0,0,0,0,0,0,0,409,IS,Storytelling,"Lipman, Douglas B",ONL,3.71
67565,Spring,2019,0,29,1,1,0,0,0,1,0,1,0,0,0,452,IS,Foundations Info Processing,"Wickes, Elizabeth D",ONL,3.78
67407,Spring,2019,12,7,7,7,2,2,0,0,0,0,1,0,1,457,IS,Introduction to Data Science,"Stodden, Victoria",LCD,3.52
66866,Spring,2019,10,10,1,2,2,0,0,0,0,0,0,0,0,458,IS,Instruc Strat Tech Info Prof,"Wong, Melissa A",ONL,3.86
67597,Spring,2019,7,13,4,3,1,0,0,0,0,0,0,0,0,501,IS,Info Org and Access,"Schneider, Jodi A",LBD,3.85
67600,Spring,2019,0,33,1,1,0,0,0,0,0,0,0,0,0,501,IS,Info Org and Access,"Smith, Linda C",ONL,3.97
67428,Spring,2019,0,12,7,3,0,0,0,0,1,0,1,0,0,502,IS,Libraries Info and Society,"Ocepek, Melissa G",ONL,3.62
67494,Spring,2019,0,22,0,1,1,0,0,0,0,0,0,0,0,502,IS,Libraries Info and Society,"Koh, Kyungwon",ONL,3.92
66791,Spring,2019,0,22,2,0,1,0,0,0,0,0,0,0,0,502,IS,Libraries Info and Society,"Bonn, Maria S",ONL,3.92
67496,Spring,2019,0,22,2,2,0,0,0,1,0,0,0,0,0,504,IS,Reference and Info Services,"Holba Puacz, Jeanne T",ONL,3.85
69152,Spring,2019,5,14,3,0,0,1,1,0,0,0,0,0,0,506,IS,Youth Services Librarianship,"Ohms, Ann M",ONL,3.83
67501,Spring,2019,0,31,3,1,0,0,0,0,0,0,0,0,0,508,IS,Collection Development,"Holba Puacz, Jeanne T",ONL,3.95
67486,Spring,2019,3,14,3,0,0,1,0,0,0,0,0,0,1,516,IS,School Library Media Center,"Shasteen, Ruth H",ONL,3.69
67384,Spring,2019,0,62,1,0,0,1,0,0,0,0,0,0,0,543,IS,Sociotechnical Info Systems,"LaLone, Nicolas J",LCD,3.97
67631,Spring,2019,0,48,0,0,2,0,0,0,0,0,0,0,0,543,IS,Sociotechnical Info Systems,"LaLone, Nicolas J",LCD,3.96
67387,Spring,2019,0,24,8,2,3,0,0,0,0,0,0,0,0,561,IS,Information Modeling,"Wickett, Karen M",LCD,3.81
67388,Spring,2019,0,19,12,3,2,0,0,0,0,0,0,0,0,561,IS,Information Modeling,"Schneider, Jodi A",LCD,3.78
67511,Spring,2019,11,9,0,2,3,0,0,0,1,0,0,0,0,567,IS,Academic Librarianship,"Wong, Melissa A",ONL,3.74
67622,Spring,2019,0,17,3,0,1,0,0,0,0,0,0,0,0,586,IS,Digital Preservation,"DeCandido, Robert",ONL,3.91
69259,Spring,2019,0,15,6,1,0,0,0,0,0,0,0,0,1,590,IS,Copyright for Information Prof,"Ocepek, Melissa G",LCD,3.71
67626,Spring,2019,2,10,5,1,6,0,1,0,0,0,0,0,0,590,IS,Comics: Advising Readers,"Tilley, Carol L",ONL,3.6
67973,Spring,2019,2,18,2,0,0,0,0,1,0,0,0,0,0,590,IS,Data Visualization,"Christensen, Andrew J",LCD,3.88
67521,Spring,2019,13,7,1,1,1,0,0,0,0,0,0,0,0,590,IS,E-Learning,"Wong, Melissa A",ONL,3.9
67403,Spring,2019,0,34,9,5,0,0,1,0,0,0,0,0,0,590,IS,Progr Analytics & Data Process,"Weible, John D",LCD,3.84
34771,Spring,2019,3,29,37,33,38,18,16,6,1,2,3,1,8,200,JOUR,Introduction to Journalism,"Craft, Stephanie L",LCD,3.04
69102,Spring,2019,7,13,6,7,3,3,5,3,0,1,1,1,0,293,JOUR,Digital Photography 4 Everyone,"Johnson, Brian K",LCD,3.26
61556,Spring,2019,2,19,9,13,5,2,3,3,0,0,1,0,1,311,JOUR,Media Law,"Holden, Benjamin A",LCD,3.36
64996,Spring,2019,0,13,6,5,2,0,2,2,1,0,0,0,0,361,JOUR,Readings in Sports Journalism,"McDonald, Jean A",LCD,3.45
34772,Spring,2019,0,11,6,4,3,1,0,2,0,0,0,0,0,450,JOUR,Media and Public Opinion,"Sotirovic, Mirjana",LCD,3.52
63413,Spring,2019,0,11,25,20,0,0,0,0,0,0,0,0,0,453,JOUR,Crisis Communications,"Holden, Benjamin A",LCD,3.61
34819,Spring,2019,0,5,3,6,6,0,1,2,0,1,2,0,3,460,JOUR,Broadcast Meteorology,"Kieser, Edward A",ONL,2.71
69272,Spring,2019,3,14,5,1,0,1,0,0,0,0,0,0,0,460,JOUR,PHOTOJOURNALISM AND SOCIETY,"Ledford, Charles",LCD,3.85
35006,Spring,2019,27,2,4,0,1,1,0,1,0,0,0,0,0,103,KIN,Indoor Court Activities,"Canton, Imani",LAB,3.84
35008,Spring,2019,0,44,0,0,7,0,0,2,0,0,0,0,2,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.65
35036,Spring,2019,0,43,0,0,1,0,0,3,0,0,0,0,0,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.85
49837,Spring,2019,0,25,0,0,4,0,0,2,0,0,0,0,0,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.74
60712,Spring,2019,0,42,0,0,6,0,0,0,0,0,1,0,0,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.82
64439,Spring,2019,0,31,0,0,10,0,0,3,0,0,0,0,1,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.56
64440,Spring,2019,0,37,0,0,8,0,0,3,0,0,0,0,2,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.56
35011,Spring,2019,0,39,0,0,6,0,0,1,0,0,0,0,3,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.59
35015,Spring,2019,0,38,0,0,5,0,0,1,0,0,0,0,5,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.45
35017,Spring,2019,0,36,0,0,6,0,0,3,0,0,2,0,3,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.4
52221,Spring,2019,0,54,0,0,2,0,0,1,0,0,1,0,0,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.88
35023,Spring,2019,0,49,0,0,1,0,0,0,0,0,0,0,0,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.98
35028,Spring,2019,0,41,0,0,6,0,0,2,0,0,0,0,1,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.72
35034,Spring,2019,0,47,0,0,3,0,0,1,0,0,0,0,1,104,KIN,Skating Activities,"Park, Doo Jae",LAB,3.83
35053,Spring,2019,0,28,0,0,1,0,0,0,0,0,0,0,0,109,KIN,Team Sport Activities,"Morales, Dakota G",LAB,3.97
35055,Spring,2019,0,23,0,0,1,0,0,1,0,0,0,0,1,109,KIN,Team Sport Activities,"Gawrisch, Daniel P",LAB,3.73
35060,Spring,2019,0,28,0,0,1,0,0,1,0,0,0,0,0,109,KIN,Team Sport Activities,"Morales, Dakota G",LAB,3.9
35079,Spring,2019,2,10,13,5,3,4,1,1,2,0,0,0,0,122,KIN,Physical Activity and Health,"Richards, Alicia",LEC,3.41
59549,Spring,2019,98,162,167,70,59,35,19,9,15,7,3,7,25,122,KIN,Physical Activity and Health,"Richards, Alicia",ONL,3.34
53020,Spring,2019,0,72,0,0,8,0,0,1,0,0,0,0,1,125,KIN,Orientation KIN & Comm Health,"O'Neill, Amy",DIS,3.83
35117,Spring,2019,0,1,8,12,9,18,14,13,17,4,3,4,7,140,KIN,Social Sci of Human Movement,"Pindus, Dominika M",LEC,2.24
69297,Spring,2019,0,487,0,0,107,0,0,50,0,0,15,0,30,142,KIN,Contemporary Issues in Sport,"Sydnor, Synthia",ONL,3.46
65682,Spring,2019,0,339,0,0,39,0,0,16,0,0,4,0,0,142,KIN,Contemporary Issues in Sport,"Sydnor, Synthia",ONL,3.79
35126,Spring,2019,0,49,0,0,35,0,0,14,0,0,9,0,1,150,KIN,Bioscience of Human Movement,"Boppart, Marni",LEC,3.13
64926,Spring,2019,27,28,12,11,10,4,2,1,2,1,0,0,1,201,KIN,Phys Activity Research Methods,"Gothe, Neha P",LCD,3.56
56184,Spring,2019,2,595,15,14,30,4,6,10,1,2,3,0,8,247,KIN,Intro to Sport Psychology,"Cohen, Jason D",ONL,3.81
56186,Spring,2019,221,226,94,48,33,16,16,6,2,3,4,2,10,249,KIN,Sport & Modern Society,"Haugen, Matthew B",ONL,3.67
56130,Spring,2019,219,168,50,19,11,9,6,6,3,1,1,0,1,249,KIN,Sport & Modern Society,"Haugen, Matthew B",ONL,3.82
64873,Spring,2019,0,6,3,9,13,9,8,12,4,3,3,1,1,259,KIN,Motor Development and Control,"Carlson, Kristin N",LEC,2.57
35191,Spring,2019,0,35,0,0,2,0,0,1,1,0,0,0,1,268,KIN,Children's Movement,"Shelley, Susan",LEC,3.74
57542,Spring,2019,0,39,35,20,14,12,13,3,2,0,0,0,0,340,KIN,Soc & Psych of Phys Activity,"Petruzzello, Steven J",LEC,3.37
35159,Spring,2019,0,55,0,0,43,0,0,12,0,0,5,0,0,352,KIN,Bioenergetics of Movement,"Burd, Nicholas A",LEC,3.29
35163,Spring,2019,5,14,11,17,17,7,6,7,6,0,2,0,2,355,KIN,Biomechanics of Human Movement,"Hernandez, Manuel E",LEC,3.01
59230,Spring,2019,7,8,2,2,0,1,1,0,1,0,0,0,0,369,KIN,Coaching Strategies,"Crull, Gary S",LEC,3.67
56192,Spring,2019,0,27,7,4,5,2,0,0,0,0,0,0,0,401,KIN,Measure & Eval in Kinesiology,"Qin, Xiong",ONL,3.72
44569,Spring,2019,0,54,0,7,9,0,2,0,0,0,0,0,1,443,KIN,Psychophysiology in Ex & Sport,"Petruzzello, Steven J",LCD,3.71
61913,Spring,2019,12,8,0,1,4,0,1,3,0,0,0,0,0,494,KIN,Physiology of High Performance,"Burd, Nicholas A",LCD,3.61
64179,Spring,2019,16,20,5,6,9,4,1,3,1,0,3,0,9,221,LA,History of the Prison,"Ginsburg, Rebecca",LEC,3.03
64180,Spring,2019,5,9,9,11,13,8,7,7,2,0,2,0,3,222,LA,Islamic Gardens & Architecture,"Ruggles, D F",LEC,2.92
64527,Spring,2019,10,6,5,4,1,1,1,2,1,0,0,0,1,314,LA,History of World Landscapes,"Crank, Katlyn",PKG,3.42
64528,Spring,2019,3,11,1,3,3,0,0,1,1,1,0,0,2,314,LA,History of World Landscapes,"Lee, Kyungkeun",ONL,3.22
64529,Spring,2019,10,9,16,6,4,1,0,1,0,0,0,0,0,314,LA,History of World Landscapes,"Matkovszki, Ilona",PKG,3.65
66405,Spring,2019,23,49,0,4,3,2,0,1,0,0,0,0,0,399,LAS,Leadership & Prof Development,"Chlebanowski, Rachel L",LEC,3.87
65462,Spring,2019,0,3,4,4,5,4,2,1,0,0,1,0,1,302,LAW,Transitional Justice,"Murphy, Colleen",LEC,2.93
68556,Spring,2019,6,13,14,3,2,1,0,0,0,0,1,0,0,303,LAW,Living the Law,"Pahre, Jennifer N",LEC,3.68
51610,Spring,2019,1,2,6,15,8,4,4,0,0,0,0,0,0,601,LAW,Contracts,"Kar, Robin B",LCD,3.2
49187,Spring,2019,1,3,6,14,10,2,4,1,0,0,0,0,0,601,LAW,Contracts,"Kar, Robin B",LCD,3.2
53670,Spring,2019,1,4,3,15,10,3,3,1,0,0,0,0,0,602,LAW,Property,"Layser, Michelle D",LCD,3.2
62735,Spring,2019,0,1,2,9,7,0,2,0,0,0,0,0,0,604,LAW,Criminal Law,"Ross, Jacqueline E",LEC,3.19
35898,Spring,2019,1,4,4,12,9,6,4,0,0,0,0,0,0,606,LAW,Constitutional Law I,"Amar, Vikram D",LCD,3.17
35900,Spring,2019,0,3,5,11,16,1,4,0,0,0,0,0,0,606,LAW,Constitutional Law I,"Mazzone, Jason",LCD,3.17
35902,Spring,2019,0,3,5,15,11,2,5,0,0,0,0,0,0,606,LAW,Constitutional Law I,"Mazzone, Jason",LCD,3.18
35906,Spring,2019,1,3,4,12,15,1,4,0,0,0,0,0,0,607,LAW,Civil Procedure,"Kordik, Ellen R",LCD,3.19
35907,Spring,2019,1,5,2,18,8,2,4,0,0,0,0,0,0,607,LAW,Civil Procedure,"Winship, Verity",LCD,3.25
35912,Spring,2019,1,2,2,9,4,2,0,2,0,0,0,0,0,610,LAW,Introduction to Advocacy,"Pea, Janice F",LCD,3.21
35914,Spring,2019,2,0,3,11,1,4,0,1,0,0,0,0,0,610,LAW,Introduction to Advocacy,"Moritz, Shannon M",LCD,3.24
35915,Spring,2019,2,2,0,5,8,3,1,0,0,0,0,0,1,610,LAW,Introduction to Advocacy,"Anderson, Sean M",LCD,3.05
35917,Spring,2019,0,2,2,11,3,1,2,0,0,0,0,0,0,610,LAW,Introduction to Advocacy,"Schulte, Aylon",LCD,3.25
51622,Spring,2019,3,2,8,7,1,1,1,0,0,0,0,0,0,616,LAW,Environmental Law and Pol I,"Rowell, Kristen A",LCD,3.51
35924,Spring,2019,1,6,1,6,4,3,0,0,0,0,0,0,0,624,LAW,Real Estate Finance,"Perkins, Scott E",LCD,3.41
55626,Spring,2019,1,15,5,12,6,4,2,1,1,0,0,0,0,631,LAW,Secured Transactions,"Lawless, Robert M",LEC,3.39
47030,Spring,2019,2,7,7,5,1,2,0,2,1,0,0,0,0,633,LAW,Business Associations I,"Kluegel, Alan J",LCD,3.42
44951,Spring,2019,5,3,12,9,5,4,0,0,0,0,0,0,0,638,LAW,White Collar Crime,"Bohm, Jason M",LEC,3.47
47032,Spring,2019,1,4,5,8,3,1,0,0,0,0,0,0,0,639,LAW,Corporate Finance,"McClane, Jeremy",LCD,3.48
35926,Spring,2019,0,7,5,6,4,5,3,0,0,0,0,0,0,644,LAW,Copyright Law,"Heald, Paul J",LCD,3.29
